date,industry,index_return,industry_clean,date_clean
2024-08-19,Ind. A,0.0095584353502733,Industry A,2024-08-19
20/08/2024,Industry A,0.010318091720272,Industry A,2024-08-20
2024-08-21,Industry A,0.0037870178310098,Industry A,2024-08-21
2024-08-22,IndustryA,-0.012174424821275,Industry A,2024-08-22
2024-08-23,IndustryA,-0.0011951997437243,Industry A,2024-08-23
2024-08-26,IndustryA,0.0232939524441508,Industry A,2024-08-26
2024-08-27,Industry A,0.0301271240687358,Industry A,2024-08-27
2024-08-28,Industry A,0.0119680795319291,Industry A,2024-08-28
2024-08-29,Industry A,-0.0117482827221016,Industry A,2024-08-29
2024-08-30,Industry A,-0.0010904049311927,Industry A,2024-08-30
02/09/2024,Industry A,0.0029680676285675,Industry A,2024-02-09
2024-09-03,Industry A,0.0011047945177527,Industry A,2024-09-03
2024-09-04,Industry A,0.0133527707966861,Industry A,2024-09-04
2024-09-05,Industry A,0.0089817607318506,Industry A,2024-09-05
2024-09-06,Industry A,-0.0123431533767816,Industry A,2024-09-06
2024-09-09,Industry A,-0.007249856628167,Industry A,2024-09-09
2024-09-11,Industry A,0.0173710282258922,Industry A,2024-09-11
2024-09-12,Industry A,0.0031207869968064,Industry A,2024-09-12
2024-09-13,Industry A,0.0191045197932264,Industry A,2024-09-13
2024-09-16,Ind. A,0.0017139823571716,Industry A,2024-09-16
2024-09-17,Industry A,-0.0104774839155663,Industry A,2024-09-17
2024-09-18,Ind. A,0.0077944198826874,Industry A,2024-09-18
2024-09-19,Industry A,0.0369143747479618,Industry A,2024-09-19
2024-09-20,Industry A,-0.0148885896997764,Industry A,2024-09-20
2024-09-23,Industry A,0.0185517617476075,Industry A,2024-09-23
2024-09-24,Industry A,0.0070669090422472,Industry A,2024-09-24
2024-09-25,Ind. A,-0.0079301385483012,Industry A,2024-09-25
26/09/2024,Industry A,-0.0225405501993745,Industry A,2024-09-26
2024-09-27,Industry A,-0.0267139314593252,Industry A,2024-09-27
2024-09-30,Industry A,-0.006246325528161,Industry A,2024-09-30
2024-10-01,Ind. A,0.0049569020264848,Industry A,2024-10-01
2024-10-02,industry a,0.0109255849512254,Industry A,2024-10-02
03/10/2024,Industry A,0.0138897534723365,Industry A,2024-03-10
2024-10-04,Industry A,0.0038416028098,Industry A,2024-10-04
2024-10-07,Industry A,0.0018998803686923,Industry A,2024-10-07
2024-10-08,Ind. A,-0.0037893104120772,Industry A,2024-10-08
2024-10-09,Industry A,0.0052594019589179,Industry A,2024-10-09
2024-10-10,Industry A,-0.0077580850076411,Industry A,2024-10-10
2024-10-11,IndustryA,-0.0143247847333934,Industry A,2024-10-11
2024-10-14,Industry A,0.0011434120343814,Industry A,2024-10-14
15/10/2024,Industry A,0.0099025729952242,Industry A,2024-10-15
2024-10-16,Industry A,-0.0166780075241467,Industry A,2024-10-16
2024-10-17,Industry A,-0.0062451638747933,Industry A,2024-10-17
2024-10-18,Industry A,0.0006941602441901,Industry A,2024-10-18
2024-10-21,Industry A,0.0004404474903957,Industry A,2024-10-21
2024-10-22,industry a,0.0067265240493461,Industry A,2024-10-22
2024-10-23,Ind. A,0.0228550876583535,Industry A,2024-10-23
2024-10-24,Ind. A,-0.0266204259747839,Industry A,2024-10-24
2024-10-25,Industry A,0.0235351735071227,Industry A,2024-10-25
2024-10-28,Industry A,0.0221714514650787,Industry A,2024-10-28
2024-10-29,Ind. A,0.0111458287517213,Industry A,2024-10-29
30/10/2024,IndustryA,0.002891472793003,Industry A,2024-10-30
2024-11-01,Industry A,0.0109826633617113,Industry A,2024-11-01
2024-11-04,Industry A,0.0035218367519698,Industry A,2024-11-04
2024-11-05,Industry A,-0.0035396732073966,Industry A,2024-11-05
2024-11-06,Industry A,0.0106361090803338,Industry A,2024-11-06
2024-11-07,Industry A,0.0128766270323705,Industry A,2024-11-07
2024-11-08,Industry A,-0.0326743974674737,Industry A,2024-11-08
2024-11-11,Industry A,0.0172595237369865,Industry A,2024-11-11
2024-11-12,Industry A,-0.0088086954191813,Industry A,2024-11-12
2024-11-13,Industry A,0.0153819193458599,Industry A,2024-11-13
2024-11-14,industry a,-0.0033208370927676,Industry A,2024-11-14
2024-11-15,Industry A,0.0029259535806495,Industry A,2024-11-15
2024-11-18,Industry A,0.0052696090908467,Industry A,2024-11-18
2024-11-19,Industry A,0.014231241308842,Industry A,2024-11-19
2024-11-20,Industry A,0.0092583427096885,Industry A,2024-11-20
2024-11-21,Industry A,-0.0299931423492731,Industry A,2024-11-21
2024-11-22,Industry A,-0.0120174113382242,Industry A,2024-11-22
2024-11-25,Industry A,0.0015655947840835,Industry A,2024-11-25
2024-11-26,Industry A,0.0236113217922403,Industry A,2024-11-26
2024-11-27,Industry A,-0.0001292002502046,Industry A,2024-11-27
2024-11-28,IndustryA,-0.00863527739846,Industry A,2024-11-28
2024-11-29,Industry A,-0.0189993920090121,Industry A,2024-11-29
2024-12-02,Industry A,-0.0079793746303652,Industry A,2024-12-02
2024-12-03,Industry A,-0.0001896918870094,Industry A,2024-12-03
2024-12-05,Industry A,-0.006808351998664,Industry A,2024-12-05
2024-12-06,Industry A,0.0040159843329685,Industry A,2024-12-06
2024-12-09,Industry A,-0.0013005329903186,Industry A,2024-12-09
10/12/2024,Industry A,0.027795968835378,Industry A,2024-10-12
2024-12-11,Industry A,0.0187427858203587,Industry A,2024-12-11
2024-12-12,Ind. A,0.0033114516984188,Industry A,2024-12-12
2024-12-13,Industry A,-0.0051648711024143,Industry A,2024-12-13
16/12/2024,Industry A,0.0192320459715184,Industry A,2024-12-16
2024-12-17,Industry A,0.0168046443343159,Industry A,2024-12-17
2024-12-18,Industry A,0.0197288160735762,Industry A,2024-12-18
2024-12-19,Industry A,0.0288826725278216,Industry A,2024-12-19
20/12/2024,Industry A,-0.008997542010372,Industry A,2024-12-20
2024-12-23,Industry A,0.0281722960586968,Industry A,2024-12-23
24/12/2024,Industry A,-0.0038094488005637,Industry A,2024-12-24
2024-12-25,Industry A,0.0084523062214133,Industry A,2024-12-25
2024-12-26,industry a,-0.0183739939928789,Industry A,2024-12-26
2024-12-27,Industry A,-0.0053502566073139,Industry A,2024-12-27
2024-12-30,Industry A,0.0129239264573563,Industry A,2024-12-30
2024-12-31,Industry A,0.0090755744598387,Industry A,2024-12-31
2025-01-01,Industry A,-0.0040389243019313,Industry A,2025-01-01
02/01/2025,Industry A,0.0016239700366879,Industry A,2025-02-01
2025-01-03,Industry A,-0.0066005563037217,Industry A,2025-01-03
2025-01-06,industry a,0.0128862712428963,Industry A,2025-01-06
2025-01-07,Industry A,-0.0243367391560578,Industry A,2025-01-07
2025-01-08,Industry A,0.0182148303659265,Industry A,2025-01-08
2025-01-09,IndustryA,-0.0089463511724469,Industry A,2025-01-09
2025-01-10,industry a,0.00035884007362,Industry A,2025-01-10
2025-01-13,Industry A,-0.0160991607383054,Industry A,2025-01-13
2025-01-14,Industry A,0.0034754690583606,Industry A,2025-01-14
15/01/2025,Industry A,0.0070623101916405,Industry A,2025-01-15
2025-01-16,IndustryA,0.0044855441152558,Industry A,2025-01-16
2025-01-17,Industry A,0.0060418225657914,Industry A,2025-01-17
2025-01-20,Industry A,-0.0009506032307916,Industry A,2025-01-20
2025-01-21,Industry A,-0.0006639831092774,Industry A,2025-01-21
2025-01-22,Industry A,-0.0012283420792015,Industry A,2025-01-22
2025-01-23,industry a,-0.0057069650651846,Industry A,2025-01-23
2025-01-24,Industry A,-0.0042821679661701,Industry A,2025-01-24
2025-01-27,industry a,0.0064741251289883,Industry A,2025-01-27
2025-01-28,Industry A,0.0172827136671803,Industry A,2025-01-28
2025-01-29,IndustryA,-0.0110108687697755,Industry A,2025-01-29
2025-01-30,Industry A,-0.0007092577175178,Industry A,2025-01-30
2025-01-31,Industry A,-0.0134599207235313,Industry A,2025-01-31
2025-02-03,Industry A,-0.0054941552034284,Industry A,2025-02-03
2025-02-04,Industry A,-0.00358947383386,Industry A,2025-02-04
2025-02-05,Industry A,0.0025908564949908,Industry A,2025-02-05
06/02/2025,IndustryA,0.0022460982322357,Industry A,2025-06-02
2025-02-07,industry a,0.0002495945918583,Industry A,2025-02-07
2025-02-10,Industry A,0.0054230474860527,Industry A,2025-02-10
2025-02-11,Industry A,-0.0099438455797308,Industry A,2025-02-11
2025-02-12,Industry A,0.0026930071713694,Industry A,2025-02-12
2025-02-13,Industry A,0.0094483853851371,Industry A,2025-02-13
2025-02-14,Industry A,-0.0100861168453291,Industry A,2025-02-14
2025-02-17,Industry A,-0.0205042511440924,Industry A,2025-02-17
2025-02-18,Industry A,0.012776354931407,Industry A,2025-02-18
19/02/2025,Industry A,-0.0131056356992564,Industry A,2025-02-19
2025-02-20,Industry A,-0.0060689491771722,Industry A,2025-02-20
2025-02-21,Industry A,0.0090719123080988,Industry A,2025-02-21
2025-02-24,Industry A,-0.0106643825521819,Industry A,2025-02-24
2025-02-25,Industry A,0.0118329174889784,Industry A,2025-02-25
2025-02-26,Industry A,-0.0077807406443394,Industry A,2025-02-26
2025-02-27,Industry A,-0.0092097075216449,Industry A,2025-02-27
2025-02-28,Ind. A,-0.0134052523050367,Industry A,2025-02-28
2025-03-03,Industry A,-0.0076778332818246,Industry A,2025-03-03
2025-03-04,Industry A,0.0072958487462298,Industry A,2025-03-04
2025-03-05,Industry A,-0.00606686175451,Industry A,2025-03-05
2025-03-06,Industry A,0.0128317330113867,Industry A,2025-03-06
2025-03-07,Ind. A,0.0007358993715615,Industry A,2025-03-07
2025-03-10,Ind. A,0.0017815811241298,Industry A,2025-03-10
11/03/2025,industry a,-0.0095556882956821,Industry A,2025-11-03
12/03/2025,Industry A,0.0147857889979723,Industry A,2025-12-03
2025-03-13,industry a,0.0095543530492574,Industry A,2025-03-13
2025-03-14,Industry A,0.0091857666317897,Industry A,2025-03-14
2025-03-17,Industry A,-0.0016387715230985,Industry A,2025-03-17
2025-03-18,Industry A,-0.0147849113284925,Industry A,2025-03-18
2025-03-19,IndustryA,0.0024261596790169,Industry A,2025-03-19
2025-03-20,Industry A,0.0067533419707093,Industry A,2025-03-20
2025-03-21,Ind. A,0.0068793999881306,Industry A,2025-03-21
2025-03-24,Industry A,0.0051546967426688,Industry A,2025-03-24
2025-03-25,Ind. A,0.0046364711076695,Industry A,2025-03-25
2025-03-26,Ind. A,-0.0078361771368664,Industry A,2025-03-26
2025-03-27,IndustryA,-0.0072832301155523,Industry A,2025-03-27
2025-03-28,Industry A,-0.0132991522612258,Industry A,2025-03-28
2025-03-31,Ind. A,0.0129882220966405,Industry A,2025-03-31
2025-04-01,Industry A,0.0238663514233257,Industry A,2025-04-01
2025-04-02,Industry A,0.0365811489813276,Industry A,2025-04-02
2025-04-03,Industry A,0.0032623202210721,Industry A,2025-04-03
2025-04-04,Ind. A,0.0046679067207236,Industry A,2025-04-04
2025-04-07,industry a,-0.001166996716637,Industry A,2025-04-07
2025-04-08,Industry A,0.0030697914156015,Industry A,2025-04-08
2025-04-09,IndustryA,-0.0107079723341646,Industry A,2025-04-09
2025-04-10,Industry A,-0.0014083266497123,Industry A,2025-04-10
11/04/2025,Industry A,-0.0091176928977803,Industry A,2025-11-04
2025-04-14,Industry A,-0.0029617270021484,Industry A,2025-04-14
2025-04-15,Ind. A,-0.0081786575167908,Industry A,2025-04-15
2025-04-16,Industry A,0.0067600043913978,Industry A,2025-04-16
2025-04-17,Ind. A,0.0083193746213183,Industry A,2025-04-17
2025-04-18,Industry A,0.0042852853220185,Industry A,2025-04-18
2025-04-21,industry a,-0.0072357157961681,Industry A,2025-04-21
22/04/2025,Industry A,-0.0140606662551792,Industry A,2025-04-22
2025-04-23,Industry A,0.0084633404117466,Industry A,2025-04-23
2025-04-24,Ind. A,0.0006717567922915,Industry A,2025-04-24
2025-04-25,industry a,-0.0209354728557105,Industry A,2025-04-25
2025-04-28,Industry A,0.0023254379600603,Industry A,2025-04-28
2025-04-29,Ind. A,0.0047602795885833,Industry A,2025-04-29
2025-04-30,IndustryA,-0.0177764773046925,Industry A,2025-04-30
2025-05-01,Industry A,0.0069790073752749,Industry A,2025-05-01
2025-05-02,Industry A,-0.0162153073285823,Industry A,2025-05-02
2025-05-05,Ind. A,-0.00847882823129,Industry A,2025-05-05
2025-05-06,Industry A,-0.0161446099702318,Industry A,2025-05-06
2025-05-07,IndustryA,-0.0096620235568906,Industry A,2025-05-07
2025-05-08,Industry A,-0.0139671320770418,Industry A,2025-05-08
2025-05-09,industry a,0.0129026337937017,Industry A,2025-05-09
2025-05-12,Industry A,-0.0022773491009264,Industry A,2025-05-12
13/05/2025,Industry A,-0.0048192206843657,Industry A,2025-05-13
2025-05-14,industry a,0.0141619497716776,Industry A,2025-05-14
2025-05-15,Ind. A,0.0134539403024668,Industry A,2025-05-15
2025-05-16,Industry A,-0.003914135834918,Industry A,2025-05-16
2025-05-19,Industry A,0.0040453941661524,Industry A,2025-05-19
2025-05-20,Industry A,-0.0063801464543802,Industry A,2025-05-20
2025-05-21,Industry A,-0.0005381881552556,Industry A,2025-05-21
2025-05-22,Industry A,-0.0121021503333301,Industry A,2025-05-22
2025-05-23,Industry A,0.0057959452660449,Industry A,2025-05-23
2025-05-26,Industry A,0.014699153905766,Industry A,2025-05-26
2025-05-27,Industry A,0.0122220076345928,Industry A,2025-05-27
28/05/2025,Industry A,0.001224456579231,Industry A,2025-05-28
2025-05-29,IndustryA,-0.0219294454140103,Industry A,2025-05-29
2025-05-30,Industry A,-0.0069037456927597,Industry A,2025-05-30
2025-06-02,industry a,-0.0005529602076241,Industry A,2025-06-02
2025-06-03,Ind. A,-0.0172330905611457,Industry A,2025-06-03
2025-06-04,Industry A,0.0183184481974437,Industry A,2025-06-04
2025-06-05,Industry A,0.0106371342459794,Industry A,2025-06-05
06/06/2025,Ind. A,0.0067495251181994,Industry A,2025-06-06
2025-06-09,Ind. A,0.0090953812038202,Industry A,2025-06-09
2025-06-10,Industry A,-0.0136191224008954,Industry A,2025-06-10
2025-06-11,Industry A,-0.0100323173756178,Industry A,2025-06-11
2025-06-12,industry a,0.0032989542439667,Industry A,2025-06-12
13/06/2025,industry a,0.0042434801127222,Industry A,2025-06-13
2025-06-16,Industry A,-0.0159984089475485,Industry A,2025-06-16
2025-06-17,Industry A,0.0024300149302269,Industry A,2025-06-17
18/06/2025,IndustryA,-0.0003367952102544,Industry A,2025-06-18
2025-06-19,Industry A,0.0117935561720492,Industry A,2025-06-19
2025-06-20,Industry A,0.0043040414890522,Industry A,2025-06-20
2025-06-23,Industry A,0.0199316205228042,Industry A,2025-06-23
2025-06-24,Industry A,-0.003849157049274,Industry A,2025-06-24
2025-06-25,Industry A,-0.0129061879250434,Industry A,2025-06-25
2025-06-26,Industry A,0.0195429257296098,Industry A,2025-06-26
2025-06-27,Industry A,0.0049417138283807,Industry A,2025-06-27
2025-06-30,Industry A,-0.000267150405818,Industry A,2025-06-30
2025-07-01,Industry A,-0.0096219712289246,Industry A,2025-07-01
2025-07-02,Industry A,-0.0037149241794859,Industry A,2025-07-02
2025-07-03,Industry A,-0.0043263144974688,Industry A,2025-07-03
2025-07-04,Industry A,-0.0133838372809235,Industry A,2025-07-04
2025-07-07,Industry A,-0.0251194077625596,Industry A,2025-07-07
08/07/2025,Industry A,-0.0045966406754771,Industry A,2025-08-07
2025-07-09,IndustryA,0.0094232451859564,Industry A,2025-07-09
2025-07-10,industry a,0.0158541643653866,Industry A,2025-07-10
2025-07-11,Industry A,0.012309197644808,Industry A,2025-07-11
2025-07-14,Industry A,0.0130790939814698,Industry A,2025-07-14
2025-07-15,Industry A,-0.0121420508912952,Industry A,2025-07-15
2025-07-16,Industry A,0.0035281301566425,Industry A,2025-07-16
17/07/2025,industry a,0.0068474420719438,Industry A,2025-07-17
2025-07-18,Industry A,0.0076444687271762,Industry A,2025-07-18
2025-07-21,Industry A,-0.0005310766564952,Industry A,2025-07-21
2025-07-22,Ind. A,0.0020184895491831,Industry A,2025-07-22
2025-07-23,Industry A,0.0249415898327793,Industry A,2025-07-23
2025-07-24,Ind. A,0.01191187939779,Industry A,2025-07-24
2025-07-25,Industry A,0.0063915017212141,Industry A,2025-07-25
28/07/2025,IndustryA,0.0086481808918598,Industry A,2025-07-28
2025-07-29,Industry A,-0.005126819637025,Industry A,2025-07-29
2025-07-30,Industry A,0.0079713677266347,Industry A,2025-07-30
2025-07-31,industry a,0.0018586811056916,Industry A,2025-07-31
2025-08-01,industry a,0.0105578088644496,Industry A,2025-08-01
2025-08-04,industry a,-0.0078399411625386,Industry A,2025-08-04
2025-08-05,Industry A,0.0094866941709183,Industry A,2025-08-05
2025-08-06,Industry A,-0.0035578472668993,Industry A,2025-08-06
2025-08-07,Industry A,0.0095459566054523,Industry A,2025-08-07
2025-08-08,Industry A,0.0036068720141056,Industry A,2025-08-08
2025-08-11,Industry A,0.0009696416285378,Industry A,2025-08-11
2025-08-12,Industry A,-0.002935172692495,Industry A,2025-08-12
2025-08-13,Industry A,-0.000216151000223,Industry A,2025-08-13
2025-08-14,Industry A,-0.0045698000191531,Industry A,2025-08-14
2025-08-15,Industry A,-0.0031764399028684,Industry A,2025-08-15
18/08/2025,Industry A,0.006055896449655,Industry A,2025-08-18
2025-08-19,Industry A,-0.0193365065674145,Industry A,2025-08-19
20/08/2025,industry a,0.0093693728660214,Industry A,2025-08-20
2025-08-21,Ind. A,0.0095855388691368,Industry A,2025-08-21
2025-08-22,Industry A,-0.0025884068725212,Industry A,2025-08-22
2025-08-25,Industry A,0.0023310934030831,Industry A,2025-08-25
2025-08-26,Industry A,-0.0108045873575291,Industry A,2025-08-26
2025-08-27,Industry A,0.0052438739573135,Industry A,2025-08-27
2025-08-28,Industry A,-0.0094686179993535,Industry A,2025-08-28
2025-08-29,Industry A,-0.03224581216088,Industry A,2025-08-29
01/09/2025,IndustryA,-0.0060929787156525,Industry A,2025-01-09
2025-09-02,Industry A,0.0021873458027918,Industry A,2025-09-02
2025-09-03,industry a,-0.0269105665309313,Industry A,2025-09-03
2025-09-04,Industry A,-0.0109398895694683,Industry A,2025-09-04
2025-09-05,Industry A,-0.0151822149727439,Industry A,2025-09-05
2025-09-08,Industry A,-0.003197959946638,Industry A,2025-09-08
2025-09-09,Industry A,0.0016963673318161,Industry A,2025-09-09
2025-09-10,Industry A,-0.0182352677685309,Industry A,2025-09-10
2025-09-11,Industry A,-0.0068066432691066,Industry A,2025-09-11
2025-09-12,Industry A,-0.0070989753663894,Industry A,2025-09-12
2025-09-15,Industry A,-0.0031506510305402,Industry A,2025-09-15
2025-09-16,industry a,-0.0031371555158549,Industry A,2025-09-16
2025-09-17,IndustryA,0.004098616625895,Industry A,2025-09-17
2025-09-18,Industry A,-0.007826912080041,Industry A,2025-09-18
2025-09-19,industry a,0.0053134873618331,Industry A,2025-09-19
2025-09-22,Industry A,-0.0058074177518638,Industry A,2025-09-22
2025-09-23,Industry A,-0.0059300147086361,Industry A,2025-09-23
2025-09-24,Industry A,-0.0205192801734853,Industry A,2025-09-24
25/09/2025,Ind. A,-0.0123651006491974,Industry A,2025-09-25
2025-09-26,Industry A,0.0074131020489715,Industry A,2025-09-26
2025-09-29,industry a,-0.0029227435667574,Industry A,2025-09-29
30/09/2025,Industry A,-0.0057320794021923,Industry A,2025-09-30
2025-10-01,Industry A,0.0100992546753692,Industry A,2025-10-01
2025-10-02,industry a,0.0128222583263302,Industry A,2025-10-02
2025-10-03,industry a,-0.0147715335897255,Industry A,2025-10-03
2025-10-06,industry a,0.0202534547427589,Industry A,2025-10-06
2025-10-07,Industry A,-0.0002841086384081,Industry A,2025-10-07
2025-10-08,Industry A,-0.0240693646725217,Industry A,2025-10-08
2025-10-09,Ind. A,-0.004096752034854,Industry A,2025-10-09
2025-10-10,Ind. A,0.0009863909699606,Industry A,2025-10-10
2025-10-13,Industry A,0.0115329904224832,Industry A,2025-10-13
2025-10-14,IndustryA,0.0149407324200126,Industry A,2025-10-14
2025-10-15,Industry A,-0.001184019937688,Industry A,2025-10-15
2025-10-16,Industry A,-0.0115412905604972,Industry A,2025-10-16
2025-10-17,Industry A,0.0047030897380008,Industry A,2025-10-17
2025-10-20,Industry A,0.0065011516876711,Industry A,2025-10-20
2025-10-21,Industry A,0.0097100889400712,Industry A,2025-10-21
2025-10-22,Industry A,0.01704164461721,Industry A,2025-10-22
2025-10-23,Ind. A,0.0014858608740718,Industry A,2025-10-23
2025-10-24,industry a,0.0065144242174867,Industry A,2025-10-24
2025-10-27,Industry A,0.0014020356559216,Industry A,2025-10-27
2025-10-28,industry a,0.0233001536208302,Industry A,2025-10-28
2025-10-29,Industry A,0.0007581580425768,Industry A,2025-10-29
2025-10-31,Industry A,-0.0037470384440005,Industry A,2025-10-31
03/11/2025,Industry A,0.0119431143639795,Industry A,2025-03-11
2025-11-04,Industry A,-0.0002530604133823,Industry A,2025-11-04
2025-11-05,Industry A,0.008650284141478,Industry A,2025-11-05
2025-11-06,IndustryA,0.0088547044735975,Industry A,2025-11-06
2025-11-07,Industry A,-0.0099532256341279,Industry A,2025-11-07
2025-11-10,Industry A,-0.0111179190924326,Industry A,2025-11-10
2025-11-11,Industry A,0.00946653772823,Industry A,2025-11-11
2025-11-12,Industry A,-0.0167516922712146,Industry A,2025-11-12
2025-11-13,Ind. A,-0.0163739671778892,Industry A,2025-11-13
2025-11-14,Industry A,0.02496673442788,Industry A,2025-11-14
17/11/2025,Industry A,-0.0225518223897527,Industry A,2025-11-17
2025-11-18,Ind. A,0.0114368050041757,Industry A,2025-11-18
2025-11-19,Industry A,-0.0034384194005259,Industry A,2025-11-19
2025-11-20,Industry A,0.0068052021312174,Industry A,2025-11-20
2025-11-21,Ind. A,0.0075289058695543,Industry A,2025-11-21
2025-11-24,Industry A,-0.0024738661090865,Industry A,2025-11-24
2025-11-25,Ind. A,0.0004207305868558,Industry A,2025-11-25
2025-11-26,Industry A,0.0108721550452681,Industry A,2025-11-26
2025-11-27,Ind. A,0.0159204763144034,Industry A,2025-11-27
2025-11-28,Industry A,0.0131764975272457,Industry A,2025-11-28
2025-12-01,Ind. A,0.0033863437893976,Industry A,2025-12-01
2025-12-02,Industry A,-0.0026471166291688,Industry A,2025-12-02
2025-12-03,industry a,-0.0112637381058377,Industry A,2025-12-03
04/12/2025,Industry A,0.0030974259152291,Industry A,2025-04-12
2025-12-05,Industry A,-0.0003015667345061,Industry A,2025-12-05
2025-12-08,IndustryA,0.0131517878771854,Industry A,2025-12-08
2025-12-09,Industry A,0.0073362825364422,Industry A,2025-12-09
2025-12-10,Industry A,0.0160656307289417,Industry A,2025-12-10
2025-12-11,Industry A,-0.0140858050562602,Industry A,2025-12-11
2025-12-12,Industry A,0.0199773459418865,Industry A,2025-12-12
15/12/2025,Ind. A,0.0055725803611408,Industry A,2025-12-15
16/12/2025,Industry A,-0.0122394747899752,Industry A,2025-12-16
2025-12-17,Industry A,-0.0165260218244155,Industry A,2025-12-17
2025-12-18,IndustryA,0.0131086756099303,Industry A,2025-12-18
2025-12-19,Industry A,-0.0034537336929583,Industry A,2025-12-19
2025-12-22,Industry A,-0.0005211069730615,Industry A,2025-12-22
2025-12-23,Industry A,0.0080818223206416,Industry A,2025-12-23
2025-12-25,Industry A,-0.018827240495203,Industry A,2025-12-25
2025-12-26,Ind. A,0.0190184773647659,Industry A,2025-12-26
2025-12-29,Industry A,-0.0156830596168166,Industry A,2025-12-29
2025-12-30,Ind. A,-0.001145966801327,Industry A,2025-12-30
31/12/2025,Industry A,-0.0020410976176522,Industry A,2025-12-31
2023-01-02,Industry B,-0.0066886057419556,Industry B,2023-01-02
03/01/2023,Industry B,0.0024654095962735,Industry B,2023-03-01
2023-01-04,industry b,-0.0006123614945669,Industry B,2023-01-04
2023-01-05,IndustryB,-0.0068361977642161,Industry B,2023-01-05
2023-01-06,Industry B,-0.0214075248730418,Industry B,2023-01-06
2023-01-09,Industry B,0.0241698698033214,Industry B,2023-01-09
2023-01-10,Industry B,0.0060563824534576,Industry B,2023-01-10
2023-01-11,Industry B,-0.0034916195899693,Industry B,2023-01-11
2023-01-12,Industry B,-0.0129452451417004,Industry B,2023-01-12
2023-01-13,Ind. B,0.0008474562279155,Industry B,2023-01-13
2023-01-16,Industry B,-0.0169444859210737,Industry B,2023-01-16
2023-01-17,industry b,-0.0041108950636144,Industry B,2023-01-17
2023-01-18,Industry B,0.0073363977543437,Industry B,2023-01-18
2023-01-19,Ind. B,0.0083047204911861,Industry B,2023-01-19
2023-01-20,IndustryB,0.0072638467036624,Industry B,2023-01-20
23/01/2023,Industry B,-0.0081437129417885,Industry B,2023-01-23
2023-01-24,Industry B,0.0095842167463749,Industry B,2023-01-24
25/01/2023,industry b,0.0015070111276196,Industry B,2023-01-25
2023-01-26,industry b,-0.0181589516627234,Industry B,2023-01-26
2023-01-27,Industry B,0.0068373883046669,Industry B,2023-01-27
2023-01-30,Industry B,0.0090871866715377,Industry B,2023-01-30
2023-01-31,Ind. B,-0.0134634896088906,Industry B,2023-01-31
2023-02-01,Industry B,0.0223089142401455,Industry B,2023-02-01
2023-02-02,IndustryB,0.0227483608007449,Industry B,2023-02-02
2023-02-03,Industry B,0.000845680235903,Industry B,2023-02-03
2023-02-06,Industry B,0.0036595840770533,Industry B,2023-02-06
2023-02-07,Ind. B,0.0037412979105331,Industry B,2023-02-07
2023-02-08,Ind. B,-0.0037314046292229,Industry B,2023-02-08
2023-02-09,IndustryB,-0.0194558415607662,Industry B,2023-02-09
2023-02-10,industry b,-0.0024218792460542,Industry B,2023-02-10
2023-02-13,Industry B,-0.0156985964112716,Industry B,2023-02-13
2023-02-14,Industry B,0.0153506272144504,Industry B,2023-02-14
2023-02-15,Industry B,0.0059700406522028,Industry B,2023-02-15
2023-02-16,Industry B,-0.0011324940706919,Industry B,2023-02-16
17/02/2023,Industry B,-0.0012039843844888,Industry B,2023-02-17
2023-02-20,Industry B,-0.0069232140999909,Industry B,2023-02-20
2023-02-21,Industry B,0.0154041663608745,Industry B,2023-02-21
2023-02-22,IndustryB,0.032235309924242,Industry B,2023-02-22
2023-02-23,Industry B,-0.0251026776930545,Industry B,2023-02-23
2023-02-24,Industry B,0.0023774923524104,Industry B,2023-02-24
27/02/2023,industry b,0.0051461349987628,Industry B,2023-02-27
2023-02-28,Industry B,0.0029720594995314,Industry B,2023-02-28
01/03/2023,Industry B,0.0078417267343312,Industry B,2023-01-03
2023-03-02,Industry B,0.0259095780528721,Industry B,2023-03-02
2023-03-03,Ind. B,-0.0027438269788148,Industry B,2023-03-03
06/03/2023,Industry B,-0.0215454655409784,Industry B,2023-06-03
2023-03-08,Industry B,0.0163997759052372,Industry B,2023-03-08
2023-03-09,Industry B,-0.0015817021595158,Industry B,2023-03-09
2023-03-10,industry b,0.0126372690377663,Industry B,2023-03-10
2023-03-13,Industry B,0.0074499701951224,Industry B,2023-03-13
2023-03-14,Industry B,-0.0062000677699372,Industry B,2023-03-14
2023-03-15,Industry B,-0.0382887641886223,Industry B,2023-03-15
2023-03-16,Industry B,-0.0009759951402931,Industry B,2023-03-16
2023-03-17,Industry B,-0.0096527288867804,Industry B,2023-03-17
2023-03-20,Industry B,-0.0303190089731059,Industry B,2023-03-20
2023-03-21,Ind. B,-0.0006697249639978,Industry B,2023-03-21
2023-03-22,Industry B,-0.0135974114443971,Industry B,2023-03-22
2023-03-23,industry b,0.0158494475165459,Industry B,2023-03-23
2023-03-24,Industry B,0.0043334384457477,Industry B,2023-03-24
2023-03-27,Industry B,-0.0122617909827584,Industry B,2023-03-27
2023-03-28,Industry B,0.006256037144239,Industry B,2023-03-28
2023-03-29,Industry B,0.0065159821362649,Industry B,2023-03-29
2023-03-30,Industry B,0.0073466817707991,Industry B,2023-03-30
2023-03-31,Ind. B,0.0181924723602999,Industry B,2023-03-31
