date,entity_code,stock_return,entity_code_clean,date_clean
2023-04-18,A-DT5C43,0.0388521459465621,A-DT5C43,2023-04-18
2023-04-19,A-DT5C43,0.036983994252502,A-DT5C43,2023-04-19
2023-04-21,A-DT5C43,0.0205907789244362,A-DT5C43,2023-04-21
2023-04-24,A-DT5C43,-0.0603607744090194,A-DT5C43,2023-04-24
2023-04-25,A-DT5C43,0.0069071923667184,A-DT5C43,2023-04-25
2023-04-26,A-DT5C43,0.0424422946626045,A-DT5C43,2023-04-26
2023-04-27,A-DT5C43,0.0199124413639259,A-DT5C43,2023-04-27
2023-04-28,A-DT5C43,-0.0251696575431734,A-DT5C43,2023-04-28
2023-05-01,a-dt5c43,0.0029975222805324,A-DT5C43,2023-05-01
2023-05-02,A-DT5C43,-0.0334070765400071,A-DT5C43,2023-05-02
2023-05-03,A-DT5C43,0.0044050532366551,A-DT5C43,2023-05-03
2023-05-04,A-DT5C43,-0.0299552297874393,A-DT5C43,2023-05-04
05-05-2023,A-DT5C43,0.0138436690525948,A-DT5C43,2023-05-05
2023-05-08,A-DT5C43,0.0304401133091385,A-DT5C43,2023-05-08
2023-05-09,A-DT5C43,-0.0071559228930147,A-DT5C43,2023-05-09
2023-05-10,A-DT5C43,0.0165652938644065,A-DT5C43,2023-05-10
2023-05-11,A-DT5C43,-0.0140732709800621,A-DT5C43,2023-05-11
2023-05-12,A-DT5C43,0.0102835602433866,A-DT5C43,2023-05-12
2023-05-15,A-DT5C43 ,-0.028261425417711,A-DT5C43,2023-05-15
2023-05-16,A-DT5C43,0.0042238023182002,A-DT5C43,2023-05-16
2023-05-17,A-DT5C43,-0.0384432879813707,A-DT5C43,2023-05-17
2023-05-18,A-DT5C43,-0.0266978961280663,A-DT5C43,2023-05-18
2023-05-19,A-DT5C43,0.0099385199429616,A-DT5C43,2023-05-19
2023-05-23,A-DT5C43,-0.0008538496581439,A-DT5C43,2023-05-23
2023-05-24,A-DT5C43,-0.0218759340012495,A-DT5C43,2023-05-24
2023-05-25,A-DT5C43,0.0224230543173623,A-DT5C43,2023-05-25
2023-05-26,A-DT5C43,0.0035471936945446,A-DT5C43,2023-05-26
2023-05-29,A-DT5C43,0.0092260651490192,A-DT5C43,2023-05-29
2023-05-30,A-DT5C43,0.0001254839998175,A-DT5C43,2023-05-30
2023-05-31,ADT5C43,0.0204629163592935,A-DT5C43,2023-05-31
2023-06-01,A-DT5C43,0.0009055063013646,A-DT5C43,2023-06-01
2023-06-02,A-DT5C43,0.0082827346346015,A-DT5C43,2023-06-02
2023-06-05,A-DT5C43,0.0089108271877458,A-DT5C43,2023-06-05
2023-06-06,A-DT5C43,-0.027412827875711,A-DT5C43,2023-06-06
2023-06-07,A-DT5C43,-0.0409415631947881,A-DT5C43,2023-06-07
2023-06-08,A-DT5C43,-0.0008557246240952,A-DT5C43,2023-06-08
2023-06-09,A-DT5C43,-0.021218720932573,A-DT5C43,2023-06-09
2023-06-12,A-DT5C43,0.0107316691884533,A-DT5C43,2023-06-12
2023-06-13,A-DT5C43,-0.0072882437192249,A-DT5C43,2023-06-13
2023-06-14,A-DT5C43,0.0089357205618769,A-DT5C43,2023-06-14
2023-06-15,A-DT5C43,-0.0164547156596176,A-DT5C43,2023-06-15
2023-06-16,A-DT5C43,-0.0028591404132181,A-DT5C43,2023-06-16
2023-06-19,A-DT5C43,-0.0197775268173107,A-DT5C43,2023-06-19
2023-06-20,A-DT5C43,0.0029551186593999,A-DT5C43,2023-06-20
2023-06-21,A-DT5C43,-0.0242451114874424,A-DT5C43,2023-06-21
2023-06-22,A-DT5C43,0.0235014624782461,A-DT5C43,2023-06-22
2023-06-23,A-DT5C43,-0.0261485660465559,A-DT5C43,2023-06-23
2023-06-26,a-dt5c43,-0.0076850065359043,A-DT5C43,2023-06-26
2023-06-27,A-DT5C43,0.0020073032150681,A-DT5C43,2023-06-27
2023-06-28,A-DT5C43,-0.0031233745368884,A-DT5C43,2023-06-28
2023-06-29,A-DT5C43,-0.0370847020273464,A-DT5C43,2023-06-29
2023-06-30,A-DT5C43,-0.0096938249448742,A-DT5C43,2023-06-30
2023-07-03,A-DT5C43,-0.0213037065339014,A-DT5C43,2023-07-03
2023-07-04,A-DT5C43,-0.0276836734932693,A-DT5C43,2023-07-04
2023-07-05,A-DT5C43,-0.0080666515867147,A-DT5C43,2023-07-05
2023-07-06,A-DT5C43,0.0254405328731058,A-DT5C43,2023-07-06
2023-07-10,A-DT5C43 ,0.0101414354994125,A-DT5C43,2023-07-10
2023-07-11,A-DT5C43,-0.0029821382155904,A-DT5C43,2023-07-11
2023-07-12,A-DT5C43,-0.0124985625822846,A-DT5C43,2023-07-12
2023-07-13,A-DT5C43,-0.0101063491264836,A-DT5C43,2023-07-13
2023-07-14,A-DT5C43,-0.0137184128497361,A-DT5C43,2023-07-14
17-07-2023,A-DT5C43,-0.0307726551576812,A-DT5C43,2023-07-17
2023-07-18,A-DT5C43,-0.0038625274253998,A-DT5C43,2023-07-18
2023-07-19,ADT5C43,0.0009492928053746,A-DT5C43,2023-07-19
2023-07-20,a-dt5c43,-0.024820676040907,A-DT5C43,2023-07-20
2023-07-21,A-DT5C43,0.0439735791889241,A-DT5C43,2023-07-21
2023-07-24,A-DT5C43,-0.0216961625188269,A-DT5C43,2023-07-24
2023-07-25,A-DT5C43,0.0031970970816059,A-DT5C43,2023-07-25
2023-07-26,A-DT5C43,-0.0330010587743645,A-DT5C43,2023-07-26
2023-07-27,A-DT5C43,-0.008691952674209,A-DT5C43,2023-07-27
2023-07-28,A-DT5C43,0.0014902416563558,A-DT5C43,2023-07-28
2023-07-31,A-DT5C43,0.0133108010236736,A-DT5C43,2023-07-31
2023-08-01,A-DT5C43,-0.0123066176949288,A-DT5C43,2023-08-01
2023-08-02,A-DT5C43,-0.0137520464254954,A-DT5C43,2023-08-02
2023-08-03,A-DT5C43,0.0011348523292661,A-DT5C43,2023-08-03
2023-08-04,A-DT5C43,-0.0544712181096287,A-DT5C43,2023-08-04
2023-08-07,A-DT5C43,0.0065295732298624,A-DT5C43,2023-08-07
2023-08-08, A-DT5C43,-0.025762635813547,A-DT5C43,2023-08-08
2023-08-09,A-DT5C43,0.0016170795801341,A-DT5C43,2023-08-09
2023-08-10, A-DT5C43,0.0128798544521527,A-DT5C43,2023-08-10
2023-08-11,A-DT5C43,-0.0005778483967391,A-DT5C43,2023-08-11
2023-08-14,A-DT5C43,0.0174841595544743,A-DT5C43,2023-08-14
2023-08-15,A-DT5C43,-0.045985894304084,A-DT5C43,2023-08-15
2023-08-16,A-DT5C43,0.0208334366844052,A-DT5C43,2023-08-16
2023-08-17,A-DT5C43,-0.016461569806068,A-DT5C43,2023-08-17
2023-08-18,A-DT5C43,0.0225145453238275,A-DT5C43,2023-08-18
2023-08-21,A-DT5C43,0.0166559023933898,A-DT5C43,2023-08-21
2023-08-22,A-DT5C43,-0.0061612133456896,A-DT5C43,2023-08-22
2023-08-23,A-DT5C43,-0.0268038022515166,A-DT5C43,2023-08-23
2023-08-24,A-DT5C43,-0.0043136899832954,A-DT5C43,2023-08-24
2023-08-25,A-DT5C43,0.0017017062474787,A-DT5C43,2023-08-25
2023-08-28,A-DT5C43,-0.0053909522203686,A-DT5C43,2023-08-28
2023-08-29,A-DT5C43,-0.0074830554066201,A-DT5C43,2023-08-29
30-08-2023,A-DT5C43,0.0129842987103156,A-DT5C43,2023-08-30
2023-08-31,A-DT5C43,0.0096534267057665,A-DT5C43,2023-08-31
2023-09-01,A-DT5C43,-0.0025564173628484,A-DT5C43,2023-09-01
2023-09-04,A-DT5C43,-0.0257253607130155,A-DT5C43,2023-09-04
2023-09-05,A-DT5C43,0.0057789966927139,A-DT5C43,2023-09-05
2023-09-06,A-DT5C43,-0.0015772115535981,A-DT5C43,2023-09-06
2023-09-07,A-DT5C43,0.0041306169667714,A-DT5C43,2023-09-07
2023-09-08,A-DT5C43,0.0078411772292479,A-DT5C43,2023-09-08
2023-09-11,A-DT5C43,-0.0197296562697321,A-DT5C43,2023-09-11
2023-09-12,A-DT5C43,0.0112163409101794,A-DT5C43,2023-09-12
2023-09-13,A-DT5C43,-0.0054824862869403,A-DT5C43,2023-09-13
2023-09-14,A-DT5C43,0.0113061504520098,A-DT5C43,2023-09-14
2023-09-15,A-DT5C43,0.0030853318147681,A-DT5C43,2023-09-15
2023-09-18,A-DT5C43,-0.0274179035363496,A-DT5C43,2023-09-18
2023-09-19,A-DT5C43,0.0312492532782716,A-DT5C43,2023-09-19
20-09-2023,A-DT5C43,0.0057337199559192,A-DT5C43,2023-09-20
21-09-2023,A-DT5C43,-0.0233101748055262,A-DT5C43,2023-09-21
2023-09-22,A-DT5C43,-0.0233298185159536,A-DT5C43,2023-09-22
2023-09-25,A-DT5C43,-0.0023189537655208,A-DT5C43,2023-09-25
2023-09-26,A-DT5C43,0.0195909028272716,A-DT5C43,2023-09-26
2023-09-27,A-DT5C43,-0.0026559588082973,A-DT5C43,2023-09-27
2023-09-28,A-DT5C43,0.0169159976450873,A-DT5C43,2023-09-28
2023-09-29,A-DT5C43,-0.0530996459198086,A-DT5C43,2023-09-29
02-10-2023,A-DT5C43,-0.0154939557394755,A-DT5C43,2023-02-10
2023-10-03,A-DT5C43,-0.0219137283427667,A-DT5C43,2023-10-03
2023-10-04,A-DT5C43,-0.0255743190672757,A-DT5C43,2023-10-04
2023-10-05,A-DT5C43,0.0319165985622549,A-DT5C43,2023-10-05
2023-10-06,A-DT5C43,0.0514093925781908,A-DT5C43,2023-10-06
2023-10-10,A-DT5C43,-0.0037582100503548,A-DT5C43,2023-10-10
2023-10-11,A-DT5C43,-0.0061185071847278,A-DT5C43,2023-10-11
2023-10-12,A-DT5C43,0.0239720740905733,A-DT5C43,2023-10-12
2023-10-13,A-DT5C43,-0.0513904518598005,A-DT5C43,2023-10-13
2023-10-16,A-DT5C43,-0.0168555949574593,A-DT5C43,2023-10-16
2023-10-17,A-DT5C43,0.02515571021202,A-DT5C43,2023-10-17
2023-10-18,A-DT5C43,-0.0110755116627773,A-DT5C43,2023-10-18
2023-10-19,A-DT5C43,-0.0182857847462696,A-DT5C43,2023-10-19
2023-10-20,A-DT5C43,-0.00549772803564,A-DT5C43,2023-10-20
2023-10-23,A-DT5C43,0.0116746919663494,A-DT5C43,2023-10-23
2023-10-24,a-dt5c43,-0.0115220268249633,A-DT5C43,2023-10-24
2023-10-25,A-DT5C43,0.0083226684668438,A-DT5C43,2023-10-25
2023-10-26,A-DT5C43,0.0140673846650523,A-DT5C43,2023-10-26
2023-10-27,A-DT5C43,0.0243316756843827,A-DT5C43,2023-10-27
2023-10-30,A-DT5C43,-0.0038720553715277,A-DT5C43,2023-10-30
2023-10-31, A-DT5C43,0.0050681997947353,A-DT5C43,2023-10-31
2023-11-01,A-DT5C43,0.0370639745956806,A-DT5C43,2023-11-01
2023-11-02,A-DT5C43,-0.0164215346326902,A-DT5C43,2023-11-02
2023-11-03,A-DT5C43,-0.0394943190605746,A-DT5C43,2023-11-03
2023-11-06,A-DT5C43,0.0012604411082482,A-DT5C43,2023-11-06
2023-11-07,A-DT5C43,0.0143882876729962,A-DT5C43,2023-11-07
2023-11-08,A-DT5C43,0.0217853533184326,A-DT5C43,2023-11-08
2023-11-09,A-DT5C43,-0.0154232495132973,A-DT5C43,2023-11-09
2023-11-10,A-DT5C43,-0.012886154404773,A-DT5C43,2023-11-10
2023-11-13,a-dt5c43,-0.0069586703137962,A-DT5C43,2023-11-13
2023-11-14,A-DT5C43,1.6630623019073948e-05,A-DT5C43,2023-11-14
15-11-2023,A-DT5C43,-0.0247491481158728,A-DT5C43,2023-11-15
2023-11-16,A-DT5C43,-0.0084284579748595,A-DT5C43,2023-11-16
2023-11-17,A-DT5C43,0.004069651837764,A-DT5C43,2023-11-17
2023-11-20,A-DT5C43,-0.0179364276137032,A-DT5C43,2023-11-20
2023-11-21,A-DT5C43,0.0221143442062333,A-DT5C43,2023-11-21
2023-11-22,A-DT5C43,0.0180042726199248,A-DT5C43,2023-11-22
2023-11-23,A-DT5C43,0.0089346190104721,A-DT5C43,2023-11-23
2023-11-24,a-dt5c43,-0.026619487111804,A-DT5C43,2023-11-24
2023-11-27,A-DT5C43,-0.0268141286011702,A-DT5C43,2023-11-27
2023-11-28,A-DT5C43,0.0036375243069434,A-DT5C43,2023-11-28
2023-11-29,A-DT5C43,-0.0034632717102936,A-DT5C43,2023-11-29
2023-11-30,A-DT5C43,0.0403506709151262,A-DT5C43,2023-11-30
2023-12-01,A-DT5C43,0.0590759869962729,A-DT5C43,2023-12-01
2023-12-04,A-DT5C43,0.0315948310031146,A-DT5C43,2023-12-04
05-12-2023,A-DT5C43,-0.0088985961970683,A-DT5C43,2023-05-12
2023-12-06,A-DT5C43,0.0065382818628292,A-DT5C43,2023-12-06
2023-12-07,A-DT5C43,0.0078923365994739,A-DT5C43,2023-12-07
2023-12-08,A-DT5C43,0.0146704667705362,A-DT5C43,2023-12-08
2023-12-11,A-DT5C43 ,-0.012023309710813,A-DT5C43,2023-12-11
12-12-2023,A-DT5C43,0.004785632565201,A-DT5C43,2023-12-12
2023-12-13,A-DT5C43,-0.0124378603401219,A-DT5C43,2023-12-13
2023-12-14,ADT5C43,-0.0089473392256991,A-DT5C43,2023-12-14
2023-12-15,A-DT5C43,-0.0349522266278162,A-DT5C43,2023-12-15
2023-12-18, A-DT5C43,0.0244618110349357,A-DT5C43,2023-12-18
2023-12-19,A-DT5C43,-0.0043725684576537,A-DT5C43,2023-12-19
2023-12-20,A-DT5C43,0.0043669860142284,A-DT5C43,2023-12-20
21-12-2023,A-DT5C43,0.0100000697006651,A-DT5C43,2023-12-21
2023-12-22,A-DT5C43,0.0037670736338444,A-DT5C43,2023-12-22
2023-12-25,A-DT5C43,0.0013696080236374,A-DT5C43,2023-12-25
2023-12-26,A-DT5C43,0.0116301364058317,A-DT5C43,2023-12-26
2023-12-27,A-DT5C43,-0.0118799547593172,A-DT5C43,2023-12-27
2023-12-28,A-DT5C43,-0.0263774711181468,A-DT5C43,2023-12-28
2023-12-29,A-DT5C43,0.0093037081018852,A-DT5C43,2023-12-29
2024-01-01,A-DT5C43,-0.0062616955111579,A-DT5C43,2024-01-01
2024-01-02,A-DT5C43,-0.0236983155155184,A-DT5C43,2024-01-02
2024-01-03,A-DT5C43,-0.0249773426987278,A-DT5C43,2024-01-03
2024-01-04,A-DT5C43,-0.0020551358003145,A-DT5C43,2024-01-04
2024-01-05,A-DT5C43,0.0196448139672677,A-DT5C43,2024-01-05
09-01-2024,A-DT5C43,0.0050801943142292,A-DT5C43,2024-09-01
2024-01-10,A-DT5C43,0.023595732596826,A-DT5C43,2024-01-10
2024-01-11,A-DT5C43,-0.0033125690600159,A-DT5C43,2024-01-11
2024-01-12,A-DT5C43,0.0060078893341143,A-DT5C43,2024-01-12
15-01-2024,A-DT5C43,0.0223782882773887,A-DT5C43,2024-01-15
2024-01-16,A-DT5C43,0.0115303867460581,A-DT5C43,2024-01-16
2024-01-17,a-dt5c43,0.0349364889257529,A-DT5C43,2024-01-17
2024-01-18, A-DT5C43,-0.0420191115486878,A-DT5C43,2024-01-18
2024-01-19,A-DT5C43,0.0257328644431263,A-DT5C43,2024-01-19
2024-01-22,A-DT5C43,0.0254007504082727,A-DT5C43,2024-01-22
2024-01-23,A-DT5C43,0.0280364331190222,A-DT5C43,2024-01-23
2024-01-24,A-DT5C43,0.0031881518560281,A-DT5C43,2024-01-24
2024-01-25,A-DT5C43,-0.0488667063423285,A-DT5C43,2024-01-25
26-01-2024,A-DT5C43,0.0068409003152559,A-DT5C43,2024-01-26
2024-01-29,A-DT5C43,-0.0083623122020167,A-DT5C43,2024-01-29
2024-01-30,A-DT5C43,0.0067229110628953,A-DT5C43,2024-01-30
2024-01-31,A-DT5C43,0.0247137849455072,A-DT5C43,2024-01-31
2024-02-01,A-DT5C43 ,-1.4352476609231926e-05,A-DT5C43,2024-02-01
2024-02-02,A-DT5C43,0.0058654003293798,A-DT5C43,2024-02-02
2024-02-05,A-DT5C43,-0.0060015244662797,A-DT5C43,2024-02-05
2024-02-06,A-DT5C43,0.0016059719669796,A-DT5C43,2024-02-06
2024-02-07,A-DT5C43,-0.002045485467809,A-DT5C43,2024-02-07
2024-02-08,A-DT5C43,0.0263882628582561,A-DT5C43,2024-02-08
2024-02-09,A-DT5C43,0.0181597112404385,A-DT5C43,2024-02-09
2024-02-12,A-DT5C43,0.0390695334977836,A-DT5C43,2024-02-12
2024-02-13,A-DT5C43,0.0019298309721802,A-DT5C43,2024-02-13
2024-02-14,A-DT5C43,-0.0393952418274578,A-DT5C43,2024-02-14
2024-02-15,A-DT5C43,-0.0225239812031981,A-DT5C43,2024-02-15
2024-02-16,A-DT5C43,-0.0171320056252319,A-DT5C43,2024-02-16
2024-02-19,A-DT5C43,0.0058848033292422,A-DT5C43,2024-02-19
2024-02-20,A-DT5C43,0.0023855576171301,A-DT5C43,2024-02-20
2024-02-21,A-DT5C43,0.0002288407319594,A-DT5C43,2024-02-21
2024-02-22,A-DT5C43,-0.0023960789069032,A-DT5C43,2024-02-22
2024-02-23,A-DT5C43,-0.0319316748423369,A-DT5C43,2024-02-23
2024-02-26,A-DT5C43,0.0263878016714737,A-DT5C43,2024-02-26
2024-02-27,A-DT5C43,-0.0127879747082583,A-DT5C43,2024-02-27
2024-02-28,A-DT5C43,0.0063093564463019,A-DT5C43,2024-02-28
2024-02-29,A-DT5C43,0.0190972486480866,A-DT5C43,2024-02-29
2024-03-01,A-DT5C43,0.0202776796169096,A-DT5C43,2024-03-01
2024-03-04,A-DT5C43,0.0052150258910261,A-DT5C43,2024-03-04
2024-03-05,A-DT5C43,0.0187860837525462,A-DT5C43,2024-03-05
2024-03-06,A-DT5C43,0.0224848480773803,A-DT5C43,2024-03-06
2024-03-07,A-DT5C43,0.0281377487020189,A-DT5C43,2024-03-07
2024-03-11,A-DT5C43,-0.0193720870877567,A-DT5C43,2024-03-11
2024-03-12,a-dt5c43,-0.0033614286949942,A-DT5C43,2024-03-12
2024-03-13,A-DT5C43,0.0334177877937639,A-DT5C43,2024-03-13
2024-03-14,A-DT5C43,-0.0042829515234563,A-DT5C43,2024-03-14
2024-03-15,A-DT5C43,0.0214239710886962,A-DT5C43,2024-03-15
2024-03-18,A-DT5C43,0.0017769178286132,A-DT5C43,2024-03-18
2024-03-19,a-dt5c43,0.0116620612027145,A-DT5C43,2024-03-19
2024-03-20,A-DT5C43,0.0339540386446476,A-DT5C43,2024-03-20
2024-03-21,A-DT5C43,-0.0011661139657701,A-DT5C43,2024-03-21
2024-03-22,A-DT5C43,-0.0052829458770974,A-DT5C43,2024-03-22
2024-03-25,A-DT5C43,0.0144578378761621,A-DT5C43,2024-03-25
2024-03-26,A-DT5C43,-0.0391172927100958,A-DT5C43,2024-03-26
2024-03-27,A-DT5C43,0.0029323539766445,A-DT5C43,2024-03-27
2024-03-28, A-DT5C43,0.0113193895927894,A-DT5C43,2024-03-28
2024-03-29,A-DT5C43,-0.0051773987476123,A-DT5C43,2024-03-29
2024-04-01,A-DT5C43,0.0355036360505744,A-DT5C43,2024-04-01
2024-04-02,A-DT5C43,-0.0122958096931325,A-DT5C43,2024-04-02
2024-04-03,A-DT5C43,-0.036817713118248,A-DT5C43,2024-04-03
2024-04-04,A-DT5C43,0.0160443747619025,A-DT5C43,2024-04-04
2024-04-05,A-DT5C43,0.0142552518094562,A-DT5C43,2024-04-05
2024-04-08,A-DT5C43,0.0107570469454335,A-DT5C43,2024-04-08
2024-04-09,A-DT5C43,0.0069597346240635,A-DT5C43,2024-04-09
2024-04-10,A-DT5C43,0.0041058205364059,A-DT5C43,2024-04-10
2024-04-11,A-DT5C43,-0.0144384382449951,A-DT5C43,2024-04-11
2024-04-12,A-DT5C43,-0.0009719904790998,A-DT5C43,2024-04-12
2024-04-15,A-DT5C43,0.0015211210445116,A-DT5C43,2024-04-15
2024-04-16,A-DT5C43,0.0108157921683876,A-DT5C43,2024-04-16
2024-04-17,A-DT5C43,-0.0216711269531881,A-DT5C43,2024-04-17
2024-04-18,A-DT5C43,-0.0125886898184749,A-DT5C43,2024-04-18
2024-04-19,A-DT5C43,-0.0057379055704555,A-DT5C43,2024-04-19
2024-04-22,A-DT5C43,0.0027523557879066,A-DT5C43,2024-04-22
2024-04-23,A-DT5C43,0.0229731258808161,A-DT5C43,2024-04-23
2024-04-24,A-DT5C43,-0.0278849237074893,A-DT5C43,2024-04-24
2024-04-25,A-DT5C43,0.0146968166418597,A-DT5C43,2024-04-25
2024-04-26,A-DT5C43,-0.0151714494895099,A-DT5C43,2024-04-26
2024-04-29,A-DT5C43,-0.0142228821233692,A-DT5C43,2024-04-29
2024-04-30,A-DT5C43,-0.0241687303116104,A-DT5C43,2024-04-30
2024-05-01,A-DT5C43,-0.0194060724678266,A-DT5C43,2024-05-01
2024-05-02,ADT5C43,-0.0042672587944693,A-DT5C43,2024-05-02
2024-05-03,A-DT5C43,0.0070712819974553,A-DT5C43,2024-05-03
2024-05-06,A-DT5C43,0.0083460914890391,A-DT5C43,2024-05-06
2024-05-07,A-DT5C43,0.0037825439076718,A-DT5C43,2024-05-07
2024-05-08,A-DT5C43,0.0515242426514098,A-DT5C43,2024-05-08
2024-05-09,A-DT5C43,-0.0086435558718583,A-DT5C43,2024-05-09
2024-05-10,A-DT5C43,-0.0254809488694565,A-DT5C43,2024-05-10
2024-05-13,A-DT5C43,-0.0138668223163136,A-DT5C43,2024-05-13
2024-05-14,A-DT5C43,-0.0081473749830778,A-DT5C43,2024-05-14
2024-05-15,A-DT5C43,-0.0195052080910861,A-DT5C43,2024-05-15
2024-05-16,A-DT5C43,-0.0047792139374513,A-DT5C43,2024-05-16
2024-05-17,A-DT5C43,0.0240630108808197,A-DT5C43,2024-05-17
2024-05-21,A-DT5C43,-0.0090961708619254,A-DT5C43,2024-05-21
2024-05-22,A-DT5C43,0.0287953903246211,A-DT5C43,2024-05-22
2024-05-23,A-DT5C43 ,-0.0097655961603991,A-DT5C43,2024-05-23
2024-05-24,A-DT5C43,-0.0200635987967633,A-DT5C43,2024-05-24
2024-05-27,A-DT5C43,0.0205152562396883,A-DT5C43,2024-05-27
2024-05-28,A-DT5C43,-0.0412097296624915,A-DT5C43,2024-05-28
2024-05-29,A-DT5C43,-0.0241056792504448,A-DT5C43,2024-05-29
2024-05-30,A-DT5C43,0.0209089882039511,A-DT5C43,2024-05-30
2024-05-31,A-DT5C43,-0.003374512006913,A-DT5C43,2024-05-31
2024-06-03,A-DT5C43,-0.0307477260846535,A-DT5C43,2024-06-03
2024-06-05,ADT5C43,0.006748269114019,A-DT5C43,2024-06-05
2024-06-06,A-DT5C43,0.0072799389734291,A-DT5C43,2024-06-06
2024-06-07,A-DT5C43,0.0011679551448242,A-DT5C43,2024-06-07
2024-06-10,A-DT5C43,-0.0132296399076024,A-DT5C43,2024-06-10
2024-06-11,A-DT5C43,-0.0327216239998797,A-DT5C43,2024-06-11
2024-06-12,A-DT5C43,-0.0020293773864653,A-DT5C43,2024-06-12
2024-06-13,A-DT5C43,0.0089466156789469,A-DT5C43,2024-06-13
2024-06-14,A-DT5C43,0.0027860210315329,A-DT5C43,2024-06-14
2024-06-17,A-DT5C43,-0.0158768146814462,A-DT5C43,2024-06-17
2024-06-19,A-DT5C43,-0.0047783421274706,A-DT5C43,2024-06-19
2024-06-20,A-DT5C43,-0.0204371943545588,A-DT5C43,2024-06-20
2024-06-21,A-DT5C43,0.0086964083876552,A-DT5C43,2024-06-21
2024-06-24,A-DT5C43,-0.015707419765798,A-DT5C43,2024-06-24
2024-06-25,A-DT5C43,-0.0042583273247037,A-DT5C43,2024-06-25
2024-06-26,A-DT5C43,0.0091338057200647,A-DT5C43,2024-06-26
2024-06-27,A-DT5C43,0.0255454568075509,A-DT5C43,2024-06-27
2024-06-28,A-DT5C43,0.0247794311678764,A-DT5C43,2024-06-28
2024-07-01,A-DT5C43,-0.0018987590068025,A-DT5C43,2024-07-01
2024-07-02,A-DT5C43,0.0138170769699754,A-DT5C43,2024-07-02
2024-07-04,A-DT5C43,-0.0189489248097826,A-DT5C43,2024-07-04
2024-07-05,A-DT5C43,-0.0565335671455764,A-DT5C43,2024-07-05
2024-07-08,A-DT5C43,0.0344805303756626,A-DT5C43,2024-07-08
2024-07-09,A-DT5C43,0.0360239133221059,A-DT5C43,2024-07-09
2024-07-10,A-DT5C43,-0.0082920767697151,A-DT5C43,2024-07-10
2024-07-11,A-DT5C43,0.0111276941037749,A-DT5C43,2024-07-11
12-07-2024,A-DT5C43,-0.0344314359539898,A-DT5C43,2024-12-07
2024-07-15,A-DT5C43,0.0130380172391765,A-DT5C43,2024-07-15
2024-07-16,A-DT5C43,0.0398140552315078,A-DT5C43,2024-07-16
2024-07-17,A-DT5C43,0.0080618882383395,A-DT5C43,2024-07-17
2024-07-18,A-DT5C43,-0.0115757717913872,A-DT5C43,2024-07-18
19-07-2024,A-DT5C43,-0.006191760637681,A-DT5C43,2024-07-19
2024-07-22,A-DT5C43,0.0205530188621807,A-DT5C43,2024-07-22
2024-07-23,A-DT5C43,-0.0108058500299184,A-DT5C43,2024-07-23
2024-07-24,A-DT5C43,-0.0378074726802794,A-DT5C43,2024-07-24
2024-07-25,A-DT5C43,-0.0062433970317536,A-DT5C43,2024-07-25
2024-07-26,A-DT5C43,-0.0219287723909778,A-DT5C43,2024-07-26
2024-07-29,A-DT5C43,-0.0027532179929317,A-DT5C43,2024-07-29
2024-07-30,A-DT5C43,-0.0004229394727584,A-DT5C43,2024-07-30
31-07-2024,A-DT5C43,-0.0099398588307909,A-DT5C43,2024-07-31
01-08-2024,A-DT5C43,0.0091903818068933,A-DT5C43,2024-01-08
02-08-2024,A-DT5C43 ,0.0080642640068829,A-DT5C43,2024-02-08
2024-08-05,A-DT5C43,0.0168094194253643,A-DT5C43,2024-08-05
2024-08-06,A-DT5C43 ,-0.0124476802049791,A-DT5C43,2024-08-06
2024-08-07,A-DT5C43,0.0642859837351613,A-DT5C43,2024-08-07
2024-08-09,A-DT5C43,-0.0150563991845969,A-DT5C43,2024-08-09
2024-08-12,A-DT5C43,-0.0367028354806259,A-DT5C43,2024-08-12
2024-08-13,A-DT5C43,-0.0168469490610797,A-DT5C43,2024-08-13
2024-08-14,a-dt5c43,-0.0342901624490008,A-DT5C43,2024-08-14
2024-08-15,A-DT5C43,0.0003376901681721,A-DT5C43,2024-08-15
16-08-2024,A-DT5C43,-0.03927392129182,A-DT5C43,2024-08-16
2024-08-19,A-DT5C43,0.0105568249132488,A-DT5C43,2024-08-19
2024-08-20,A-DT5C43,-0.0160680580175167,A-DT5C43,2024-08-20
2024-08-21,A-DT5C43,-0.0038336670680338,A-DT5C43,2024-08-21
2024-08-22,a-dt5c43,0.0011421873273624,A-DT5C43,2024-08-22
2024-08-23,A-DT5C43,0.0405165185147948,A-DT5C43,2024-08-23
2024-08-26,A-DT5C43,-0.0007688474187401,A-DT5C43,2024-08-26
2024-08-27,A-DT5C43,0.0213959851653136,A-DT5C43,2024-08-27
2024-08-28,A-DT5C43,-0.0034531925204164,A-DT5C43,2024-08-28
29-08-2024,A-DT5C43,-0.0250562919837756,A-DT5C43,2024-08-29
2024-08-30,A-DT5C43,-0.013741843884406,A-DT5C43,2024-08-30
2024-09-02,ADT5C43,0.0172076506643189,A-DT5C43,2024-09-02
2024-09-03,A-DT5C43 ,-0.0079011699419446,A-DT5C43,2024-09-03
2024-09-05,A-DT5C43,0.0146730351915857,A-DT5C43,2024-09-05
2024-09-06,A-DT5C43,-0.0280547146025587,A-DT5C43,2024-09-06
2024-09-09,A-DT5C43,-0.012400578581145,A-DT5C43,2024-09-09
