entity_code_clean,date_clean,default_event_clean
A-SY2O3L,2011-12-31,0.0
A-SY2O3L,2012-12-31,0.0
A-SY2O3L,2013-12-31,0.0
A-SY2O3L,2014-12-31,0.0
A-SY2O3L,2015-12-31,0.0
A-SY2O3L,2016-12-31,0.0
A-SY2O3L,2017-12-31,0.0
A-SY2O3L,2018-12-31,0.0
A-SY2O3L,2019-12-31,0.0
A-SY2O3L,2020-12-31,0.0
A-SY2O3L,2021-12-31,0.0
A-SY2O3L,2022-12-31,0.0
A-SY2O3L,2023-12-31,0.0
A-SY2O3L,2024-12-31,0.0
A-SY2O3L,2025-12-31,0.0
A-TFKTLD,2006-12-31,0.0
A-TFKTLD,2007-12-31,0.0
A-TFKTLD,2008-12-31,0.0
A-TFKTLD,2009-12-31,0.0
A-TFKTLD,2010-12-31,0.0
A-TFKTLD,2011-12-31,0.0
A-TFKTLD,2012-12-31,0.0
A-TFKTLD,2013-12-31,0.0
A-TFKTLD,2014-12-31,0.0
A-TFKTLD,2015-12-31,0.0
A-TFKTLD,2016-12-31,0.0
A-TFKTLD,2017-12-31,0.0
A-TFKTLD,2018-12-31,0.0
A-TFKTLD,2019-12-31,0.0
A-TFKTLD,2020-12-31,0.0
A-TFKTLD,2021-12-31,0.0
A-TFKTLD,2022-12-31,0.0
A-TFKTLD,2023-12-31,0.0
A-TFKTLD,2024-12-31,0.0
A-TFKTLD,2025-12-31,0.0
A-TR3J8L,2006-12-31,0.0
A-TR3J8L,2007-12-31,0.0
A-TR3J8L,2008-12-31,0.0
A-TR3J8L,2009-12-31,0.0
A-TR3J8L,2010-12-31,0.0
A-TR3J8L,2011-12-31,0.0
A-TR3J8L,2012-12-31,0.0
A-TR3J8L,2013-12-31,0.0
A-TR3J8L,2014-12-31,0.0
A-TR3J8L,2015-12-31,0.0
A-TR3J8L,2016-12-31,0.0
A-TR3J8L,2017-12-31,0.0
A-TR3J8L,2018-12-31,0.0
A-TR3J8L,2019-12-31,0.0
A-TR3J8L,2020-12-31,0.0
A-TR3J8L,2021-12-31,0.0
A-TR3J8L,2022-12-31,0.0
A-TR3J8L,2023-12-31,0.0
A-TR3J8L,2024-12-31,0.0
A-TR3J8L,2025-12-31,0.0
A-U7CO9K,2006-12-31,1.0
A-U7CO9K,2007-12-31,0.0
A-U7CO9K,2008-12-31,0.0
A-U7CO9K,2009-12-31,0.0
A-U7CO9K,2010-12-31,0.0
A-U7CO9K,2011-12-31,0.0
A-U7CO9K,2012-12-31,0.0
A-U7CO9K,2013-12-31,0.0
A-U7CO9K,2014-12-31,0.0
A-U7CO9K,2015-12-31,0.0
A-U7CO9K,2016-12-31,0.0
A-U7CO9K,2017-12-31,0.0
A-U7CO9K,2018-12-31,0.0
A-U7CO9K,2019-12-31,0.0
A-U7CO9K,2020-12-31,1.0
A-U7CO9K,2021-12-31,0.0
A-U7CO9K,2022-12-31,0.0
A-U7CO9K,2023-12-31,0.0
A-U7CO9K,2024-12-31,0.0
A-U7CO9K,2025-12-31,0.0
A-UQSUBF,2006-12-31,0.0
A-UQSUBF,2007-12-31,0.0
A-UQSUBF,2008-12-31,0.0
A-UQSUBF,2009-12-31,0.0
A-UQSUBF,2010-12-31,0.0
A-UQSUBF,2011-12-31,0.0
A-UQSUBF,2012-12-31,0.0
A-UQSUBF,2013-12-31,0.0
A-UQSUBF,2014-12-31,0.0
A-UQSUBF,2015-12-31,0.0
A-UQSUBF,2016-12-31,0.0
A-UQSUBF,2017-12-31,0.0
A-UQSUBF,2018-12-31,0.0
A-UQSUBF,2019-12-31,0.0
A-UQSUBF,2020-12-31,0.0
A-UQSUBF,2021-12-31,0.0
A-UQSUBF,2022-12-31,0.0
A-UQSUBF,2023-12-31,0.0
A-UQSUBF,2024-12-31,0.0
A-UQSUBF,2025-12-31,0.0
A-UWUTDU,2006-12-31,0.0
A-UWUTDU,2007-12-31,0.0
A-UWUTDU,2008-12-31,0.0
A-UWUTDU,2009-12-31,0.0
A-UWUTDU,2010-12-31,0.0
A-UWUTDU,2011-12-31,0.0
A-UWUTDU,2012-12-31,0.0
A-UWUTDU,2013-12-31,0.0
A-UWUTDU,2014-12-31,0.0
A-UWUTDU,2015-12-31,0.0
A-UWUTDU,2016-12-31,0.0
A-UWUTDU,2017-12-31,0.0
A-UWUTDU,2018-12-31,0.0
A-UWUTDU,2019-12-31,0.0
A-UWUTDU,2020-12-31,0.0
A-UWUTDU,2021-12-31,0.0
A-UWUTDU,2022-12-31,0.0
A-UWUTDU,2023-12-31,0.0
A-UWUTDU,2024-12-31,0.0
A-UWUTDU,2025-12-31,0.0
A-VN8DME,2006-12-31,0.0
A-VN8DME,2007-12-31,0.0
A-VN8DME,2008-12-31,0.0
A-VN8DME,2009-12-31,0.0
A-VN8DME,2010-12-31,0.0
A-VN8DME,2011-12-31,0.0
A-VN8DME,2012-12-31,0.0
A-VN8DME,2013-12-31,0.0
A-VN8DME,2014-12-31,0.0
A-VN8DME,2015-12-31,0.0
A-VN8DME,2016-12-31,0.0
A-VN8DME,2017-12-31,0.0
A-VN8DME,2018-12-31,0.0
A-VN8DME,2019-12-31,0.0
A-VN8DME,2020-12-31,0.0
A-VN8DME,2021-12-31,0.0
A-VN8DME,2022-12-31,0.0
A-VN8DME,2023-12-31,0.0
A-VN8DME,2024-12-31,0.0
A-VN8DME,2025-12-31,0.0
A-VZS47E,2006-12-31,0.0
A-VZS47E,2007-12-31,0.0
A-VZS47E,2008-12-31,0.0
A-VZS47E,2009-12-31,0.0
A-VZS47E,2010-12-31,0.0
A-VZS47E,2011-12-31,1.0
A-VZS47E,2012-12-31,0.0
A-VZS47E,2013-12-31,0.0
A-VZS47E,2014-12-31,0.0
A-VZS47E,2015-12-31,1.0
A-VZS47E,2016-12-31,0.0
A-VZS47E,2017-12-31,0.0
A-VZS47E,2018-12-31,0.0
A-VZS47E,2019-12-31,0.0
A-VZS47E,2020-12-31,0.0
A-VZS47E,2021-12-31,0.0
A-VZS47E,2022-12-31,0.0
A-VZS47E,2023-12-31,0.0
A-VZS47E,2024-12-31,0.0
A-VZS47E,2025-12-31,0.0
A-W20E3T,2006-12-31,0.0
A-W20E3T,2007-12-31,0.0
A-W20E3T,2008-12-31,0.0
A-W20E3T,2009-12-31,0.0
A-W20E3T,2010-12-31,0.0
A-W20E3T,2011-12-31,0.0
A-W20E3T,2012-12-31,0.0
A-W20E3T,2013-12-31,0.0
A-W20E3T,2014-12-31,0.0
A-W20E3T,2015-12-31,0.0
A-W20E3T,2016-12-31,0.0
A-W20E3T,2017-12-31,0.0
A-W20E3T,2018-12-31,0.0
A-W20E3T,2019-12-31,0.0
A-W20E3T,2020-12-31,0.0
A-W20E3T,2021-12-31,0.0
A-W20E3T,2022-12-31,0.0
A-W20E3T,2023-12-31,0.0
A-W20E3T,2024-12-31,0.0
A-W20E3T,2025-12-31,0.0
A-W69IIB,2006-12-31,0.0
A-W69IIB,2007-12-31,0.0
A-W69IIB,2008-12-31,0.0
A-W69IIB,2009-12-31,0.0
A-W69IIB,2010-12-31,0.0
A-W69IIB,2011-12-31,0.0
A-W69IIB,2012-12-31,0.0
A-W69IIB,2013-12-31,0.0
A-W69IIB,2014-12-31,0.0
A-W69IIB,2015-12-31,0.0
A-W69IIB,2016-12-31,0.0
A-W69IIB,2017-12-31,0.0
A-W69IIB,2018-12-31,0.0
A-W69IIB,2019-12-31,0.0
A-W69IIB,2020-12-31,0.0
A-W69IIB,2021-12-31,0.0
A-W69IIB,2022-12-31,0.0
A-W69IIB,2023-12-31,0.0
A-W69IIB,2024-12-31,0.0
A-W69IIB,2025-12-31,0.0
A-Y21HNQ,2006-12-31,0.0
A-Y21HNQ,2007-12-31,0.0
A-Y21HNQ,2008-12-31,0.0
A-Y21HNQ,2009-12-31,0.0
A-Y21HNQ,2010-12-31,0.0
A-Y21HNQ,2011-12-31,0.0
A-Y21HNQ,2012-12-31,0.0
A-Y21HNQ,2013-12-31,0.0
A-Y21HNQ,2014-12-31,0.0
A-Y21HNQ,2015-12-31,0.0
A-Y21HNQ,2016-12-31,0.0
A-Y21HNQ,2017-12-31,0.0
A-Y21HNQ,2018-12-31,0.0
A-Y21HNQ,2019-12-31,0.0
A-Y21HNQ,2020-12-31,0.0
A-Y21HNQ,2021-12-31,0.0
A-Y21HNQ,2022-12-31,0.0
A-Y21HNQ,2023-12-31,0.0
A-Y21HNQ,2024-12-31,0.0
A-Y21HNQ,2025-12-31,0.0
A-YDGV2G,2006-12-31,0.0
A-YDGV2G,2007-12-31,0.0
A-YDGV2G,2008-12-31,0.0
A-YDGV2G,2009-12-31,0.0
A-YDGV2G,2010-12-31,0.0
A-YDGV2G,2011-12-31,0.0
A-YDGV2G,2012-12-31,0.0
A-YDGV2G,2013-12-31,0.0
A-YDGV2G,2014-12-31,0.0
A-YDGV2G,2015-12-31,0.0
A-YDGV2G,2016-12-31,0.0
A-YDGV2G,2017-12-31,0.0
A-YDGV2G,2018-12-31,0.0
A-YDGV2G,2019-12-31,0.0
A-YDGV2G,2020-12-31,0.0
A-YDGV2G,2021-12-31,0.0
A-YDGV2G,2022-12-31,0.0
A-YDGV2G,2023-12-31,0.0
A-YDGV2G,2024-12-31,0.0
A-YDGV2G,2025-12-31,0.0
A-ZF6S7F,2006-12-31,0.0
A-ZF6S7F,2007-12-31,0.0
A-ZF6S7F,2008-12-31,0.0
A-ZF6S7F,2009-12-31,0.0
A-ZF6S7F,2010-12-31,0.0
A-ZF6S7F,2011-12-31,0.0
A-ZF6S7F,2012-12-31,0.0
A-ZF6S7F,2013-12-31,0.0
A-ZF6S7F,2014-12-31,0.0
A-ZF6S7F,2015-12-31,0.0
A-ZF6S7F,2016-12-31,0.0
A-ZF6S7F,2017-12-31,0.0
A-ZF6S7F,2018-12-31,0.0
A-ZF6S7F,2019-12-31,0.0
A-ZF6S7F,2020-12-31,0.0
A-ZF6S7F,2021-12-31,0.0
A-ZF6S7F,2022-12-31,0.0
A-ZF6S7F,2023-12-31,0.0
A-ZF6S7F,2024-12-31,0.0
A-ZF6S7F,2025-12-31,0.0
A-ZL3UTG,2006-12-31,0.0
A-ZL3UTG,2007-12-31,0.0
A-ZL3UTG,2008-12-31,0.0
A-ZL3UTG,2009-12-31,0.0
A-ZL3UTG,2010-12-31,0.0
A-ZL3UTG,2011-12-31,0.0
A-ZL3UTG,2012-12-31,1.0
A-ZL3UTG,2013-12-31,0.0
A-ZL3UTG,2014-12-31,0.0
A-ZL3UTG,2015-12-31,0.0
A-ZL3UTG,2016-12-31,0.0
A-ZL3UTG,2017-12-31,0.0
A-ZL3UTG,2018-12-31,0.0
A-ZL3UTG,2019-12-31,0.0
A-ZL3UTG,2020-12-31,0.0
A-ZL3UTG,2021-12-31,0.0
A-ZL3UTG,2022-12-31,0.0
A-ZL3UTG,2023-12-31,0.0
A-ZL3UTG,2024-12-31,0.0
A-ZL3UTG,2025-12-31,0.0
A-ZVBDSW,2006-12-31,0.0
A-ZVBDSW,2007-12-31,0.0
A-ZVBDSW,2008-12-31,0.0
A-ZVBDSW,2009-12-31,0.0
A-ZVBDSW,2010-12-31,0.0
A-ZVBDSW,2011-12-31,0.0
A-ZVBDSW,2012-12-31,0.0
A-ZVBDSW,2013-12-31,0.0
A-ZVBDSW,2014-12-31,0.0
A-ZVBDSW,2015-12-31,0.0
A-ZVBDSW,2016-12-31,0.0
A-ZVBDSW,2017-12-31,0.0
A-ZVBDSW,2018-12-31,0.0
A-ZVBDSW,2019-12-31,0.0
A-ZVBDSW,2020-12-31,0.0
A-ZVBDSW,2021-12-31,0.0
A-ZVBDSW,2022-12-31,0.0
A-ZVBDSW,2023-12-31,0.0
A-ZVBDSW,2024-12-31,0.0
A-ZVBDSW,2025-12-31,0.0
B-0T5M74,2006-12-31,0.0
B-0T5M74,2007-12-31,0.0
B-0T5M74,2008-12-31,0.0
B-0T5M74,2009-12-31,0.0
B-0T5M74,2010-12-31,0.0
B-0T5M74,2011-12-31,0.0
B-0T5M74,2012-12-31,0.0
B-0T5M74,2013-12-31,1.0
B-0T5M74,2014-12-31,0.0
B-0T5M74,2015-12-31,0.0
B-0T5M74,2016-12-31,0.0
B-0T5M74,2017-12-31,0.0
B-0T5M74,2018-12-31,0.0
B-0T5M74,2019-12-31,1.0
B-0T5M74,2020-12-31,0.0
B-0T5M74,2021-12-31,0.0
B-0T5M74,2022-12-31,0.0
B-0T5M74,2023-12-31,0.0
B-0T5M74,2024-12-31,0.0
B-0T5M74,2025-12-31,0.0
B-3C5B0M,2006-12-31,0.0
B-3C5B0M,2007-12-31,0.0
B-3C5B0M,2008-12-31,0.0
B-3C5B0M,2009-12-31,0.0
B-3C5B0M,2010-12-31,0.0
B-3C5B0M,2011-12-31,0.0
B-3C5B0M,2012-12-31,0.0
B-3C5B0M,2013-12-31,0.0
B-3C5B0M,2014-12-31,0.0
B-3C5B0M,2015-12-31,0.0
B-3C5B0M,2016-12-31,0.0
B-3C5B0M,2017-12-31,0.0
B-3C5B0M,2018-12-31,0.0
B-3C5B0M,2019-12-31,0.0
B-3C5B0M,2020-12-31,0.0
B-3C5B0M,2021-12-31,0.0
B-3C5B0M,2022-12-31,0.0
B-3C5B0M,2023-12-31,0.0
B-3C5B0M,2024-12-31,0.0
B-3C5B0M,2025-12-31,0.0
B-3LE6FV,2006-12-31,0.0
B-3LE6FV,2007-12-31,0.0
B-3LE6FV,2008-12-31,0.0
B-3LE6FV,2009-12-31,0.0
B-3LE6FV,2010-12-31,0.0
B-3LE6FV,2011-12-31,0.0
B-3LE6FV,2012-12-31,1.0
B-3LE6FV,2013-12-31,0.0
B-3LE6FV,2014-12-31,0.0
B-3LE6FV,2015-12-31,0.0
B-3LE6FV,2016-12-31,0.0
B-3LE6FV,2017-12-31,0.0
B-3LE6FV,2018-12-31,0.0
B-3LE6FV,2019-12-31,0.0
B-3LE6FV,2020-12-31,0.0
B-3LE6FV,2021-12-31,0.0
B-3LE6FV,2022-12-31,0.0
B-3LE6FV,2023-12-31,0.0
B-3LE6FV,2024-12-31,0.0
B-3LE6FV,2025-12-31,0.0
B-3PXT8X,2006-12-31,0.0
B-3PXT8X,2007-12-31,0.0
B-3PXT8X,2008-12-31,0.0
B-3PXT8X,2009-12-31,0.0
B-3PXT8X,2010-12-31,0.0
B-3PXT8X,2011-12-31,0.0
B-3PXT8X,2012-12-31,0.0
B-3PXT8X,2013-12-31,0.0
B-3PXT8X,2014-12-31,0.0
B-3PXT8X,2015-12-31,0.0
B-3PXT8X,2016-12-31,0.0
B-3PXT8X,2017-12-31,0.0
B-3PXT8X,2018-12-31,0.0
B-3PXT8X,2019-12-31,0.0
B-3PXT8X,2020-12-31,0.0
B-3PXT8X,2021-12-31,0.0
B-3PXT8X,2022-12-31,0.0
B-3PXT8X,2023-12-31,0.0
B-3PXT8X,2024-12-31,0.0
B-3PXT8X,2025-12-31,0.0
B-4H8VVL,2006-12-31,0.0
B-4H8VVL,2007-12-31,0.0
B-4H8VVL,2008-12-31,1.0
B-4H8VVL,2009-12-31,0.0
B-4H8VVL,2010-12-31,0.0
B-4H8VVL,2011-12-31,0.0
B-4H8VVL,2012-12-31,0.0
B-4H8VVL,2013-12-31,0.0
B-4H8VVL,2014-12-31,0.0
B-4H8VVL,2015-12-31,1.0
B-4H8VVL,2016-12-31,0.0
B-4H8VVL,2017-12-31,0.0
B-4H8VVL,2018-12-31,0.0
B-4H8VVL,2019-12-31,0.0
B-4H8VVL,2020-12-31,0.0
B-4H8VVL,2021-12-31,0.0
B-4H8VVL,2022-12-31,0.0
B-4H8VVL,2023-12-31,0.0
B-4H8VVL,2024-12-31,0.0
B-4H8VVL,2025-12-31,0.0
B-4Z0VCO,2006-12-31,0.0
B-4Z0VCO,2007-12-31,0.0
B-4Z0VCO,2008-12-31,0.0
B-4Z0VCO,2009-12-31,0.0
B-4Z0VCO,2010-12-31,0.0
B-4Z0VCO,2011-12-31,0.0
B-4Z0VCO,2012-12-31,0.0
B-4Z0VCO,2013-12-31,0.0
B-4Z0VCO,2014-12-31,0.0
B-4Z0VCO,2015-12-31,0.0
B-4Z0VCO,2016-12-31,0.0
B-4Z0VCO,2017-12-31,0.0
B-4Z0VCO,2018-12-31,0.0
B-4Z0VCO,2019-12-31,0.0
B-4Z0VCO,2020-12-31,0.0
B-4Z0VCO,2021-12-31,0.0
B-4Z0VCO,2022-12-31,0.0
B-4Z0VCO,2023-12-31,0.0
B-4Z0VCO,2024-12-31,0.0
B-4Z0VCO,2025-12-31,0.0
B-5BIIQF,2006-12-31,0.0
B-5BIIQF,2007-12-31,1.0
B-5BIIQF,2008-12-31,0.0
B-5BIIQF,2009-12-31,0.0
B-5BIIQF,2010-12-31,1.0
B-5BIIQF,2011-12-31,0.0
B-5BIIQF,2012-12-31,0.0
B-5BIIQF,2013-12-31,0.0
B-5BIIQF,2014-12-31,0.0
B-5BIIQF,2015-12-31,0.0
B-5BIIQF,2016-12-31,0.0
B-5BIIQF,2017-12-31,0.0
B-5BIIQF,2018-12-31,0.0
B-5BIIQF,2019-12-31,0.0
B-5BIIQF,2020-12-31,0.0
B-5BIIQF,2021-12-31,0.0
B-5BIIQF,2022-12-31,0.0
B-5BIIQF,2023-12-31,0.0
B-5BIIQF,2024-12-31,0.0
B-5BIIQF,2025-12-31,0.0
B-6KZVQO,2006-12-31,1.0
B-6KZVQO,2007-12-31,0.0
B-6KZVQO,2008-12-31,0.0
B-6KZVQO,2009-12-31,0.0
B-6KZVQO,2010-12-31,0.0
B-6KZVQO,2011-12-31,0.0
B-6KZVQO,2012-12-31,0.0
B-6KZVQO,2013-12-31,0.0
B-6KZVQO,2014-12-31,0.0
B-6KZVQO,2015-12-31,0.0
B-6KZVQO,2016-12-31,1.0
B-6KZVQO,2017-12-31,0.0
B-6KZVQO,2018-12-31,0.0
B-6KZVQO,2019-12-31,0.0
B-6KZVQO,2020-12-31,0.0
B-6KZVQO,2021-12-31,1.0
B-6KZVQO,2022-12-31,0.0
B-6KZVQO,2023-12-31,0.0
B-6KZVQO,2024-12-31,0.0
B-6KZVQO,2025-12-31,0.0
B-6R5YMI,2006-12-31,0.0
B-6R5YMI,2007-12-31,0.0
B-6R5YMI,2008-12-31,0.0
B-6R5YMI,2009-12-31,0.0
B-6R5YMI,2010-12-31,0.0
B-6R5YMI,2011-12-31,0.0
B-6R5YMI,2012-12-31,0.0
B-6R5YMI,2013-12-31,0.0
B-6R5YMI,2014-12-31,0.0
B-6R5YMI,2015-12-31,0.0
B-6R5YMI,2016-12-31,0.0
B-6R5YMI,2017-12-31,0.0
B-6R5YMI,2018-12-31,0.0
B-6R5YMI,2019-12-31,0.0
B-6R5YMI,2020-12-31,0.0
B-6R5YMI,2021-12-31,0.0
B-6R5YMI,2022-12-31,0.0
B-6R5YMI,2023-12-31,0.0
B-6R5YMI,2024-12-31,0.0
B-6R5YMI,2025-12-31,0.0
B-7PFB78,2006-12-31,0.0
B-7PFB78,2007-12-31,0.0
B-7PFB78,2008-12-31,0.0
B-7PFB78,2009-12-31,0.0
B-7PFB78,2010-12-31,0.0
B-7PFB78,2011-12-31,0.0
B-7PFB78,2012-12-31,0.0
B-7PFB78,2013-12-31,0.0
B-7PFB78,2014-12-31,0.0
B-7PFB78,2015-12-31,0.0
B-7PFB78,2016-12-31,0.0
B-7PFB78,2017-12-31,0.0
B-7PFB78,2018-12-31,0.0
B-7PFB78,2019-12-31,0.0
B-7PFB78,2020-12-31,0.0
B-7PFB78,2021-12-31,0.0
B-7PFB78,2022-12-31,0.0
B-7PFB78,2023-12-31,0.0
B-7PFB78,2024-12-31,0.0
B-7PFB78,2025-12-31,0.0
B-87E14Z,2006-12-31,0.0
B-87E14Z,2007-12-31,0.0
B-87E14Z,2008-12-31,0.0
B-87E14Z,2009-12-31,0.0
B-87E14Z,2010-12-31,0.0
B-87E14Z,2011-12-31,0.0
B-87E14Z,2012-12-31,0.0
B-87E14Z,2013-12-31,0.0
B-87E14Z,2014-12-31,0.0
B-87E14Z,2015-12-31,0.0
B-87E14Z,2016-12-31,0.0
B-87E14Z,2017-12-31,0.0
B-87E14Z,2018-12-31,1.0
B-87E14Z,2019-12-31,0.0
B-87E14Z,2020-12-31,0.0
B-87E14Z,2021-12-31,0.0
B-87E14Z,2022-12-31,0.0
B-87E14Z,2023-12-31,0.0
B-87E14Z,2024-12-31,0.0
B-87E14Z,2025-12-31,0.0
B-91X6SZ,2006-12-31,0.0
B-91X6SZ,2007-12-31,0.0
B-91X6SZ,2008-12-31,0.0
B-91X6SZ,2009-12-31,0.0
B-91X6SZ,2010-12-31,0.0
B-91X6SZ,2011-12-31,0.0
B-91X6SZ,2012-12-31,0.0
B-91X6SZ,2013-12-31,0.0
B-91X6SZ,2014-12-31,0.0
B-91X6SZ,2015-12-31,0.0
B-91X6SZ,2016-12-31,0.0
B-91X6SZ,2017-12-31,0.0
B-91X6SZ,2018-12-31,0.0
B-91X6SZ,2019-12-31,0.0
B-91X6SZ,2020-12-31,0.0
B-91X6SZ,2021-12-31,0.0
B-91X6SZ,2022-12-31,0.0
B-91X6SZ,2023-12-31,0.0
B-91X6SZ,2024-12-31,0.0
B-91X6SZ,2025-12-31,1.0
B-9E8KDK,2006-12-31,0.0
B-9E8KDK,2007-12-31,0.0
B-9E8KDK,2008-12-31,0.0
B-9E8KDK,2009-12-31,0.0
B-9E8KDK,2010-12-31,0.0
B-9E8KDK,2011-12-31,0.0
B-9E8KDK,2012-12-31,1.0
B-9E8KDK,2013-12-31,0.0
B-9E8KDK,2014-12-31,0.0
B-9E8KDK,2015-12-31,0.0
B-9E8KDK,2016-12-31,0.0
B-9E8KDK,2017-12-31,0.0
B-9E8KDK,2018-12-31,0.0
B-9E8KDK,2019-12-31,0.0
B-9E8KDK,2020-12-31,0.0
B-9E8KDK,2021-12-31,0.0
B-9E8KDK,2022-12-31,0.0
B-9E8KDK,2023-12-31,0.0
B-9E8KDK,2024-12-31,0.0
B-9E8KDK,2025-12-31,0.0
B-9KROIO,2006-12-31,0.0
B-9KROIO,2007-12-31,0.0
B-9KROIO,2008-12-31,0.0
B-9KROIO,2009-12-31,0.0
B-9KROIO,2010-12-31,0.0
B-9KROIO,2011-12-31,0.0
B-9KROIO,2012-12-31,0.0
B-9KROIO,2013-12-31,0.0
B-9KROIO,2014-12-31,0.0
B-9KROIO,2015-12-31,1.0
B-9KROIO,2016-12-31,0.0
B-9KROIO,2017-12-31,0.0
B-9KROIO,2018-12-31,0.0
B-9KROIO,2019-12-31,0.0
B-9KROIO,2020-12-31,0.0
B-9KROIO,2021-12-31,0.0
B-9KROIO,2022-12-31,0.0
B-9KROIO,2023-12-31,0.0
B-9KROIO,2024-12-31,0.0
B-9KROIO,2025-12-31,0.0
B-AAFB3V,2006-12-31,0.0
B-AAFB3V,2007-12-31,0.0
B-AAFB3V,2008-12-31,0.0
B-AAFB3V,2009-12-31,0.0
B-AAFB3V,2010-12-31,0.0
B-AAFB3V,2011-12-31,0.0
B-AAFB3V,2012-12-31,0.0
B-AAFB3V,2013-12-31,0.0
B-AAFB3V,2014-12-31,0.0
B-AAFB3V,2015-12-31,0.0
B-AAFB3V,2016-12-31,0.0
B-AAFB3V,2017-12-31,0.0
B-AAFB3V,2018-12-31,0.0
B-AAFB3V,2019-12-31,0.0
B-AAFB3V,2020-12-31,0.0
B-AAFB3V,2021-12-31,0.0
B-AAFB3V,2022-12-31,0.0
B-AAFB3V,2023-12-31,0.0
B-AAFB3V,2024-12-31,0.0
B-AAFB3V,2025-12-31,0.0
B-BN8BND,2006-12-31,0.0
B-BN8BND,2007-12-31,0.0
B-BN8BND,2008-12-31,0.0
B-BN8BND,2009-12-31,0.0
B-BN8BND,2010-12-31,0.0
B-BN8BND,2011-12-31,0.0
B-BN8BND,2012-12-31,0.0
B-BN8BND,2013-12-31,0.0
B-BN8BND,2014-12-31,0.0
B-BN8BND,2015-12-31,0.0
B-BN8BND,2016-12-31,0.0
B-BN8BND,2017-12-31,0.0
B-BN8BND,2018-12-31,0.0
B-BN8BND,2019-12-31,0.0
B-BN8BND,2020-12-31,0.0
B-BN8BND,2021-12-31,0.0
B-BN8BND,2022-12-31,1.0
B-BN8BND,2023-12-31,0.0
B-BN8BND,2024-12-31,0.0
B-BN8BND,2025-12-31,0.0
B-CKUMRG,2006-12-31,0.0
B-CKUMRG,2007-12-31,0.0
B-CKUMRG,2008-12-31,0.0
B-CKUMRG,2009-12-31,0.0
B-CKUMRG,2010-12-31,1.0
B-CKUMRG,2011-12-31,0.0
B-CKUMRG,2012-12-31,0.0
B-CKUMRG,2013-12-31,0.0
B-CKUMRG,2014-12-31,0.0
B-CKUMRG,2015-12-31,0.0
B-CKUMRG,2016-12-31,0.0
B-CKUMRG,2017-12-31,0.0
B-CKUMRG,2018-12-31,0.0
B-CKUMRG,2019-12-31,0.0
B-CKUMRG,2020-12-31,0.0
B-CKUMRG,2021-12-31,0.0
B-CKUMRG,2022-12-31,1.0
B-CKUMRG,2023-12-31,0.0
B-CKUMRG,2024-12-31,0.0
B-CKUMRG,2025-12-31,0.0
B-CN03FL,2006-12-31,0.0
B-CN03FL,2007-12-31,0.0
B-CN03FL,2008-12-31,0.0
B-CN03FL,2009-12-31,0.0
B-CN03FL,2010-12-31,0.0
B-CN03FL,2011-12-31,0.0
B-CN03FL,2012-12-31,0.0
B-CN03FL,2013-12-31,0.0
B-CN03FL,2014-12-31,0.0
B-CN03FL,2015-12-31,0.0
B-CN03FL,2016-12-31,0.0
B-CN03FL,2017-12-31,0.0
B-CN03FL,2018-12-31,0.0
B-CN03FL,2019-12-31,0.0
B-CN03FL,2020-12-31,0.0
B-CN03FL,2021-12-31,0.0
B-CN03FL,2022-12-31,0.0
B-CN03FL,2023-12-31,0.0
B-CN03FL,2024-12-31,0.0
B-CN03FL,2025-12-31,0.0
B-CUJ2V2,2006-12-31,0.0
B-CUJ2V2,2007-12-31,0.0
B-CUJ2V2,2008-12-31,0.0
B-CUJ2V2,2009-12-31,0.0
B-CUJ2V2,2010-12-31,0.0
B-CUJ2V2,2011-12-31,0.0
B-CUJ2V2,2012-12-31,0.0
B-CUJ2V2,2013-12-31,0.0
B-CUJ2V2,2014-12-31,0.0
B-CUJ2V2,2015-12-31,0.0
B-CUJ2V2,2016-12-31,0.0
B-CUJ2V2,2017-12-31,0.0
B-CUJ2V2,2018-12-31,0.0
B-CUJ2V2,2019-12-31,0.0
B-CUJ2V2,2020-12-31,0.0
B-CUJ2V2,2021-12-31,0.0
B-CUJ2V2,2022-12-31,0.0
B-CUJ2V2,2023-12-31,0.0
B-CUJ2V2,2024-12-31,0.0
B-CUJ2V2,2025-12-31,0.0
B-CWABH5,2006-12-31,0.0
B-CWABH5,2007-12-31,1.0
B-CWABH5,2008-12-31,0.0
B-CWABH5,2009-12-31,0.0
B-CWABH5,2010-12-31,0.0
B-CWABH5,2011-12-31,0.0
B-CWABH5,2012-12-31,0.0
B-CWABH5,2013-12-31,0.0
B-CWABH5,2014-12-31,0.0
B-CWABH5,2015-12-31,0.0
B-CWABH5,2016-12-31,0.0
B-CWABH5,2017-12-31,0.0
B-CWABH5,2018-12-31,0.0
B-CWABH5,2019-12-31,0.0
B-CWABH5,2020-12-31,0.0
B-CWABH5,2021-12-31,0.0
B-CWABH5,2022-12-31,0.0
B-CWABH5,2023-12-31,0.0
B-CWABH5,2024-12-31,0.0
B-CWABH5,2025-12-31,0.0
B-FVUAOK,2006-12-31,0.0
B-FVUAOK,2007-12-31,0.0
B-FVUAOK,2008-12-31,0.0
B-FVUAOK,2009-12-31,0.0
B-FVUAOK,2010-12-31,0.0
B-FVUAOK,2011-12-31,0.0
B-FVUAOK,2012-12-31,0.0
B-FVUAOK,2013-12-31,0.0
B-FVUAOK,2014-12-31,0.0
