portfolio,simulation_id,loss
Portfolio 1,5119,29474096.780646056
Portfolio 1,5120,0.0
Portfolio 1,5121,15330368.52571554
Portfolio 1,5122,0.0
Portfolio 1,5123,0.0
Portfolio 1,5124,10845671.861959005
Portfolio 1,5125,0.0
Portfolio 1,5126,11340343.460939737
Portfolio 1,5127,0.0
Portfolio 1,5128,0.0
Portfolio 1,5129,0.0
Portfolio 1,5130,0.0
Portfolio 1,5131,0.0
Portfolio 1,5132,0.0
Portfolio 1,5133,10845671.861959005
Portfolio 1,5134,0.0
Portfolio 1,5135,27906922.49905178
Portfolio 1,5136,8868899.02430052
Portfolio 1,5137,5843298.617235378
Portfolio 1,5138,0.0
Portfolio 1,5139,10723682.894710481
Portfolio 1,5140,16463413.74832005
Portfolio 1,5141,14199271.723999074
Portfolio 1,5142,0.0
Portfolio 1,5143,0.0
Portfolio 1,5144,7384177.026644446
Portfolio 1,5145,0.0
Portfolio 1,5146,0.0
Portfolio 1,5147,0.0
Portfolio 1,5148,38382843.43066523
Portfolio 1,5149,0.0
Portfolio 1,5150,14439093.40519818
Portfolio 1,5151,0.0
Portfolio 1,5152,24676990.795443006
Portfolio 1,5153,0.0
Portfolio 1,5154,0.0
Portfolio 1,5155,10845671.861959005
Portfolio 1,5156,15035003.375447877
Portfolio 1,5157,0.0
Portfolio 1,5158,0.0
Portfolio 1,5159,10845671.861959005
Portfolio 1,5160,26379805.788728595
Portfolio 1,5161,0.0
Portfolio 1,5162,43141208.605618306
Portfolio 1,5163,13629447.393690683
Portfolio 1,5164,15330368.52571554
Portfolio 1,5165,0.0
Portfolio 1,5166,0.0
Portfolio 1,5167,0.0
Portfolio 1,5168,11428295.851894356
Portfolio 1,5169,0.0
Portfolio 1,5170,11340343.460939737
Portfolio 1,5171,0.0
Portfolio 1,5172,10845671.861959005
Portfolio 1,5173,0.0
Portfolio 1,5174,11340343.460939737
Portfolio 1,5175,0.0
Portfolio 1,5176,0.0
Portfolio 1,5177,0.0
Portfolio 1,5178,18967261.276055872
Portfolio 1,5179,0.0
Portfolio 1,5180,0.0
Portfolio 1,5181,0.0
Portfolio 1,5182,0.0
Portfolio 1,5183,13629447.393690683
Portfolio 1,5184,0.0
Portfolio 1,5185,0.0
Portfolio 1,5186,11428295.851894356
Portfolio 1,5187,0.0
Portfolio 1,5188,0.0
Portfolio 1,5189,0.0
Portfolio 1,5190,0.0
Portfolio 1,5191,20159845.56109196
Portfolio 1,5192,0.0
Portfolio 1,5193,0.0
Portfolio 1,5194,0.0
Portfolio 1,5195,36353984.735900715
Portfolio 1,5196,0.0
Portfolio 1,5197,0.0
Portfolio 1,5198,0.0
Portfolio 1,5199,5843298.617235378
Portfolio 1,5200,0.0
Portfolio 1,5201,11340343.460939737
Portfolio 1,5202,0.0
Portfolio 1,5203,7384177.026644446
Portfolio 1,5204,0.0
Portfolio 1,5205,0.0
Portfolio 1,5206,0.0
Portfolio 1,5207,0.0
Portfolio 1,5208,0.0
Portfolio 1,5209,0.0
Portfolio 1,5210,9097016.890408562
Portfolio 1,5211,10845671.861959005
Portfolio 1,5212,34924923.79215888
Portfolio 1,5213,22726464.284099244
Portfolio 1,5214,0.0
Portfolio 1,5215,0.0
Portfolio 1,5216,5182259.577388579
Portfolio 1,5217,0.0
Portfolio 1,5218,3909670.548554421
Portfolio 1,5219,0.0
Portfolio 1,5220,5395283.542444266
Portfolio 1,5221,0.0
Portfolio 1,5222,5395283.542444266
Portfolio 1,5223,0.0
Portfolio 1,5224,21823270.431842625
Portfolio 1,5225,0.0
Portfolio 1,5226,55478594.7459759
Portfolio 1,5227,0.0
Portfolio 1,5228,0.0
Portfolio 1,5229,11428295.851894356
Portfolio 1,5230,0.0
Portfolio 1,5231,0.0
Portfolio 1,5232,0.0
Portfolio 1,5233,6908909.258932053
Portfolio 1,5234,0.0
Portfolio 1,5235,0.0
Portfolio 1,5236,0.0
Portfolio 1,5237,21351558.32140354
Portfolio 1,5238,0.0
Portfolio 1,5239,0.0
Portfolio 1,5240,0.0
Portfolio 1,5241,0.0
Portfolio 1,5242,7613503.072815756
Portfolio 1,5243,0.0
Portfolio 1,5244,5960573.837092887
Portfolio 1,5245,2999238.710377632
Portfolio 1,5246,0.0
Portfolio 1,5247,16087991.390311034
Portfolio 1,5248,0.0
Portfolio 1,5249,0.0
Portfolio 1,5250,0.0
Portfolio 1,5251,0.0
Portfolio 1,5252,0.0
Portfolio 1,5253,25907911.645548385
Portfolio 1,5254,15035003.375447877
Portfolio 1,5255,0.0
Portfolio 1,5256,0.0
Portfolio 1,5257,5843298.617235378
Portfolio 1,5258,0.0
Portfolio 1,5259,13158355.870652435
Portfolio 1,5260,0.0
Portfolio 1,5261,0.0
Portfolio 1,5262,10845671.861959005
Portfolio 1,5263,0.0
Portfolio 1,5264,0.0
Portfolio 1,5265,0.0
Portfolio 1,5266,10383415.737022078
Portfolio 1,5267,0.0
Portfolio 1,5268,11340343.460939737
Portfolio 1,5269,26555757.781857423
Portfolio 1,5270,0.0
Portfolio 1,5271,0.0
Portfolio 1,5272,0.0
Portfolio 1,5273,9097016.890408562
Portfolio 1,5274,0.0
Portfolio 1,5275,0.0
Portfolio 1,5276,0.0
Portfolio 1,5277,10845671.861959005
Portfolio 1,5278,0.0
Portfolio 1,5279,0.0
Portfolio 1,5280,0.0
Portfolio 1,5281,0.0
Portfolio 1,5282,0.0
Portfolio 1,5283,0.0
Portfolio 1,5284,11340343.460939737
Portfolio 1,5285,0.0
Portfolio 1,5286,13158355.870652435
Portfolio 1,5287,24475119.255649686
Portfolio 1,5288,0.0
Portfolio 1,5289,0.0
Portfolio 1,5290,0.0
Portfolio 1,5291,0.0
Portfolio 1,5292,30806451.23332955
Portfolio 1,5293,39388133.66384904
Portfolio 1,5294,2999238.710377632
Portfolio 1,5295,0.0
Portfolio 1,5296,0.0
Portfolio 1,5297,0.0
Portfolio 1,5298,0.0
Portfolio 1,5299,0.0
Portfolio 1,5300,0.0
Portfolio 1,5301,10723682.894710481
Portfolio 1,5302,12178320.841756614
Portfolio 1,5303,0.0
Portfolio 1,5304,0.0
Portfolio 1,5305,0.0
Portfolio 1,5306,5864517.916904203
Portfolio 1,5307,0.0
Portfolio 1,5308,17292813.76879856
Portfolio 1,5309,0.0
Portfolio 1,5310,0.0
Portfolio 1,5311,0.0
Portfolio 1,5312,0.0
Portfolio 1,5313,3909670.548554421
Portfolio 1,5314,0.0
Portfolio 1,5315,17455059.878443703
Portfolio 1,5316,13158355.870652435
Portfolio 1,5317,17510906.764428075
Portfolio 1,5318,14220223.93252826
Portfolio 1,5319,15127461.929963065
Portfolio 1,5320,0.0
Portfolio 1,5321,0.0
Portfolio 1,5322,16027931.439347584
Portfolio 1,5323,0.0
Portfolio 1,5324,0.0
Portfolio 1,5325,5843298.617235378
Portfolio 1,5326,0.0
Portfolio 1,5327,6316554.945955662
Portfolio 1,5328,0.0
Portfolio 1,5329,0.0
Portfolio 1,5330,0.0
Portfolio 1,5331,19820699.78511904
Portfolio 1,5332,13629447.393690683
Portfolio 1,5333,31140354.15811876
Portfolio 1,5334,0.0
Portfolio 1,5335,19371738.935527682
Portfolio 1,5336,11340343.460939737
Portfolio 1,5337,0.0
Portfolio 1,5338,8863756.627281835
Portfolio 1,5339,11340343.460939737
Portfolio 1,5340,0.0
Portfolio 1,5341,21569354.756669484
Portfolio 1,5342,0.0
Portfolio 1,5343,55765635.216694996
Portfolio 1,5344,39482314.773396656
Portfolio 1,5345,10723682.894710481
Portfolio 1,5346,0.0
Portfolio 1,5347,13844910.572336636
Portfolio 1,5348,30461747.317406684
Portfolio 1,5349,32723357.50151955
Portfolio 1,5350,0.0
Portfolio 1,5351,0.0
Portfolio 1,5352,0.0
Portfolio 1,5353,0.0
Portfolio 1,5354,0.0
Portfolio 1,5355,14439093.40519818
Portfolio 1,5356,0.0
Portfolio 1,5357,14199271.723999074
Portfolio 1,5358,15127461.929963065
Portfolio 1,5359,9097016.890408562
Portfolio 1,5360,0.0
Portfolio 1,5361,0.0
Portfolio 1,5362,0.0
Portfolio 1,5363,0.0
Portfolio 1,5364,0.0
Portfolio 1,5365,0.0
Portfolio 1,5366,14199271.723999074
Portfolio 1,5367,0.0
Portfolio 1,5368,15127461.929963065
Portfolio 1,5369,29550592.4582438
Portfolio 1,5370,0.0
Portfolio 1,5371,7384177.026644446
Portfolio 1,5372,0.0
Portfolio 1,5373,5960573.837092887
Portfolio 1,5374,0.0
Portfolio 1,5375,0.0
Portfolio 1,5376,15330368.52571554
Portfolio 1,5377,0.0
Portfolio 1,5378,14633353.443264902
Portfolio 1,5379,0.0
Portfolio 1,5380,12178320.841756614
Portfolio 1,5381,0.0
Portfolio 1,5382,8868899.02430052
Portfolio 1,5383,20159845.56109196
Portfolio 1,5384,0.0
Portfolio 1,5385,0.0
Portfolio 1,5386,0.0
Portfolio 1,5387,0.0
Portfolio 1,5388,43978712.15533088
Portfolio 1,5389,0.0
Portfolio 1,5390,11428295.851894356
Portfolio 1,5391,15127461.929963065
Portfolio 1,5392,0.0
Portfolio 1,5393,5395283.542444266
Portfolio 1,5394,0.0
Portfolio 1,5395,5182259.577388579
Portfolio 1,5396,9097016.890408562
Portfolio 1,5397,0.0
Portfolio 1,5398,0.0
Portfolio 1,5399,0.0
Portfolio 1,5400,0.0
Portfolio 1,5401,23781732.817787636
Portfolio 1,5402,16628686.104068315
Portfolio 1,5403,0.0
Portfolio 1,5404,0.0
Portfolio 1,5405,15127461.929963065
Portfolio 1,5406,0.0
Portfolio 1,5407,2999238.710377632
Portfolio 1,5408,0.0
Portfolio 1,5409,13478020.989719959
Portfolio 1,5410,0.0
Portfolio 1,5411,0.0
Portfolio 1,5412,12178320.841756614
Portfolio 1,5413,20042570.341234453
Portfolio 1,5414,0.0
Portfolio 1,5415,0.0
Portfolio 1,5416,0.0
Portfolio 1,5417,33560217.414318986
Portfolio 1,5418,54049797.49771757
Portfolio 1,5419,28088449.884260923
Portfolio 1,5420,28065134.504864894
Portfolio 1,5421,0.0
Portfolio 1,5422,0.0
Portfolio 1,5423,0.0
Portfolio 1,5424,18811706.97107926
Portfolio 1,5425,3909670.548554421
Portfolio 1,5426,0.0
Portfolio 1,5427,0.0
Portfolio 1,5428,0.0
Portfolio 1,5429,5960573.837092887
Portfolio 1,5430,8443785.56063903
Portfolio 1,5431,0.0
Portfolio 1,5432,31608655.847016074
Portfolio 1,5433,0.0
Portfolio 1,5434,7384177.026644446
Portfolio 1,5435,0.0
Portfolio 1,5436,0.0
Portfolio 1,5437,0.0
Portfolio 1,5438,0.0
Portfolio 1,5439,8868899.02430052
Portfolio 1,5440,0.0
Portfolio 1,5441,0.0
Portfolio 1,5442,0.0
Portfolio 1,5443,10845671.861959005
Portfolio 1,5444,0.0
Portfolio 1,5445,0.0
Portfolio 1,5446,0.0
Portfolio 1,5447,17455059.878443703
Portfolio 1,5448,0.0
Portfolio 1,5449,2999238.710377632
Portfolio 1,5450,7613503.072815756
Portfolio 1,5451,7384177.026644446
Portfolio 1,5452,0.0
Portfolio 1,5453,0.0
Portfolio 1,5454,20209242.48524026
Portfolio 1,5455,0.0
Portfolio 1,5456,0.0
Portfolio 1,5457,0.0
Portfolio 1,5458,20995577.212540764
Portfolio 1,5459,8868899.02430052
Portfolio 1,5460,0.0
Portfolio 1,5461,0.0
Portfolio 1,5462,17510906.764428075
Portfolio 1,5463,0.0
Portfolio 1,5464,0.0
Portfolio 1,5465,0.0
Portfolio 1,5466,0.0
Portfolio 1,5467,18229848.88860345
Portfolio 1,5468,0.0
Portfolio 1,5469,0.0
Portfolio 1,5470,0.0
Portfolio 1,5471,0.0
Portfolio 1,5472,0.0
Portfolio 1,5473,0.0
Portfolio 1,5474,5395283.542444266
Portfolio 1,5475,13629447.393690683
Portfolio 1,5476,0.0
Portfolio 1,5477,3909670.548554421
Portfolio 1,5478,0.0
Portfolio 1,5479,12178320.841756614
Portfolio 1,5480,0.0
Portfolio 1,5481,0.0
Portfolio 1,5482,0.0
Portfolio 1,5483,0.0
Portfolio 1,5484,7384177.026644446
Portfolio 1,5485,40539699.13830978
Portfolio 1,5486,0.0
Portfolio 1,5487,13158355.870652435
Portfolio 1,5488,0.0
Portfolio 1,5489,13629447.393690683
Portfolio 1,5490,5864517.916904203
Portfolio 1,5491,0.0
Portfolio 1,5492,0.0
Portfolio 1,5493,0.0
Portfolio 1,5494,0.0
Portfolio 1,5495,8868899.02430052
Portfolio 1,5496,0.0
Portfolio 1,5497,0.0
Portfolio 1,5498,0.0
Portfolio 1,5499,41119669.48259726
Portfolio 1,5500,0.0
Portfolio 1,5501,0.0
Portfolio 1,5502,13158355.870652435
Portfolio 1,5503,13158355.870652435
Portfolio 1,5504,6316554.945955662
Portfolio 1,5505,0.0
Portfolio 1,5506,3909670.548554421
Portfolio 1,5507,33558023.1129435
Portfolio 1,5508,53679863.94236331
Portfolio 1,5509,31731130.696956336
Portfolio 1,5510,26670711.986655276
Portfolio 1,5511,0.0
Portfolio 1,5512,0.0
Portfolio 1,5513,0.0
Portfolio 1,5514,0.0
Portfolio 1,5515,0.0
Portfolio 1,5516,22693166.341816656
Portfolio 1,5517,0.0
Portfolio 1,5518,0.0
Portfolio 1,5519,10845671.861959005
Portfolio 1,5520,73501691.5888179
Portfolio 1,5521,0.0
Portfolio 1,5522,0.0
Portfolio 1,5523,0.0
Portfolio 1,5524,0.0
Portfolio 1,5525,0.0
Portfolio 1,5526,14220223.93252826
Portfolio 1,5527,0.0
Portfolio 1,5528,17510906.764428075
Portfolio 1,5529,0.0
Portfolio 1,5530,0.0
Portfolio 1,5531,0.0
Portfolio 1,5532,0.0
Portfolio 1,5533,0.0
Portfolio 1,5534,0.0
Portfolio 1,5535,0.0
Portfolio 1,5536,0.0
Portfolio 1,5537,12178320.841756614
Portfolio 1,5538,17455059.878443703
Portfolio 1,5539,5960573.837092887
Portfolio 1,5540,0.0
Portfolio 1,5541,0.0
Portfolio 1,5542,0.0
Portfolio 1,5543,0.0
Portfolio 1,5544,0.0
Portfolio 1,5545,0.0
Portfolio 1,5546,0.0
Portfolio 1,5547,0.0
Portfolio 1,5548,0.0
Portfolio 1,5549,19381531.301387653
Portfolio 1,5550,0.0
Portfolio 1,5551,25909136.864966664
Portfolio 1,5552,0.0
Portfolio 1,5553,0.0
Portfolio 1,5554,0.0
Portfolio 1,5555,15330368.52571554
Portfolio 1,5556,29677529.428465977
Portfolio 1,5557,0.0
Portfolio 1,5558,0.0
Portfolio 1,5559,0.0
Portfolio 1,5560,0.0
Portfolio 1,5561,0.0
Portfolio 1,5562,0.0
Portfolio 1,5563,5395283.542444266
Portfolio 1,5564,0.0
Portfolio 1,5565,0.0
Portfolio 1,5566,0.0
Portfolio 1,5567,0.0
Portfolio 1,5568,0.0
Portfolio 1,5569,0.0
Portfolio 1,5570,0.0
Portfolio 1,5571,0.0
Portfolio 1,5572,0.0
Portfolio 1,5573,14439093.40519818
Portfolio 1,5574,0.0
Portfolio 1,5575,23298358.49567908
Portfolio 1,5576,24997706.31561037
Portfolio 1,5577,0.0
Portfolio 1,5578,0.0
Portfolio 1,5579,34065615.30772664
Portfolio 1,5580,0.0
Portfolio 1,5581,0.0
Portfolio 1,5582,0.0
Portfolio 1,5583,5960573.837092887
Portfolio 1,5584,0.0
Portfolio 1,5585,0.0
Portfolio 1,5586,7384177.026644446
Portfolio 1,5587,0.0
Portfolio 1,5588,31651066.852682672
Portfolio 1,5589,0.0
Portfolio 1,5590,0.0
Portfolio 1,5591,5960573.837092887
Portfolio 1,5592,0.0
Portfolio 1,5593,0.0
Portfolio 1,5594,17510906.764428075
Portfolio 1,5595,10845671.861959005
Portfolio 1,5596,68368404.46239775
Portfolio 1,5597,0.0
Portfolio 1,5598,0.0
Portfolio 1,5599,0.0
Portfolio 1,5600,0.0
Portfolio 1,5601,0.0
Portfolio 1,5602,0.0
Portfolio 1,5603,0.0
Portfolio 1,5604,0.0
Portfolio 1,5605,0.0
Portfolio 1,5606,0.0
Portfolio 1,5607,17162226.807914667
Portfolio 1,5608,19594555.266443342
Portfolio 1,5609,12178320.841756614
Portfolio 1,5610,8868899.02430052
Portfolio 1,5611,0.0
Portfolio 1,5612,0.0
Portfolio 1,5613,11428295.851894356
Portfolio 1,5614,0.0
Portfolio 1,5615,0.0
Portfolio 1,5616,40762584.46177081
Portfolio 1,5617,0.0
Portfolio 1,5618,0.0
Portfolio 1,5619,15127461.929963065
Portfolio 1,5620,0.0
Portfolio 1,5621,15330368.52571554
Portfolio 1,5622,10723682.894710481
Portfolio 1,5623,15330368.52571554
Portfolio 1,5624,0.0
Portfolio 1,5625,0.0
Portfolio 1,5626,46267816.08808182
Portfolio 1,5627,0.0
Portfolio 1,5628,0.0
Portfolio 1,5629,0.0
Portfolio 1,5630,5843298.617235378
Portfolio 1,5631,5864517.916904203
Portfolio 1,5632,0.0
Portfolio 1,5633,11340343.460939737
Portfolio 1,5634,0.0
Portfolio 1,5635,0.0
Portfolio 1,5636,0.0
Portfolio 1,5637,0.0
Portfolio 1,5638,0.0
Portfolio 1,5639,7613503.072815756
Portfolio 1,5640,0.0
Portfolio 1,5641,0.0
Portfolio 1,5642,13502078.621604796
Portfolio 1,5643,64071353.17788504
Portfolio 1,5644,0.0
Portfolio 1,5645,0.0
Portfolio 1,5646,15127461.929963065
Portfolio 1,5647,13629447.393690683
Portfolio 1,5648,0.0
Portfolio 1,5649,0.0
Portfolio 1,5650,0.0
Portfolio 1,5651,9097016.890408562
Portfolio 1,5652,0.0
Portfolio 1,5653,2999238.710377632
Portfolio 1,5654,0.0
Portfolio 1,5655,17455059.878443703
Portfolio 1,5656,0.0
Portfolio 1,5657,0.0
Portfolio 1,5658,0.0
Portfolio 1,5659,0.0
Portfolio 1,5660,0.0
Portfolio 1,5661,0.0
Portfolio 1,5662,0.0
Portfolio 1,5663,0.0
Portfolio 1,5664,15035003.375447877
Portfolio 1,5665,25973133.79192207
Portfolio 1,5666,0.0
Portfolio 1,5667,0.0
Portfolio 1,5668,0.0
Portfolio 1,5669,15127461.929963065
Portfolio 1,5670,0.0
Portfolio 1,5671,0.0
Portfolio 1,5672,24004027.73261144
Portfolio 1,5673,5182259.577388579
Portfolio 1,5674,0.0
Portfolio 1,5675,0.0
Portfolio 1,5676,10723682.894710481
Portfolio 1,5677,0.0
Portfolio 1,5678,0.0
Portfolio 1,5679,0.0
Portfolio 1,5680,25162776.29990866
Portfolio 1,5681,14439093.40519818
Portfolio 1,5682,0.0
Portfolio 1,5683,5960573.837092887
Portfolio 1,5684,0.0
Portfolio 1,5685,0.0
Portfolio 1,5686,11428295.851894356
Portfolio 1,5687,0.0
Portfolio 1,5688,0.0
Portfolio 1,5689,0.0
Portfolio 1,5690,11340343.460939737
Portfolio 1,5691,0.0
Portfolio 1,5692,30427573.5616284
Portfolio 1,5693,0.0
Portfolio 1,5694,39369651.10684714
Portfolio 1,5695,0.0
Portfolio 1,5696,0.0
Portfolio 1,5697,0.0
Portfolio 1,5698,14439093.40519818
Portfolio 1,5699,9304954.090998687
Portfolio 1,5700,0.0
Portfolio 1,5701,13629447.393690683
Portfolio 1,5702,18129894.48108268
Portfolio 1,5703,0.0
Portfolio 1,5704,0.0
Portfolio 1,5705,0.0
Portfolio 1,5706,0.0
Portfolio 1,5707,0.0
Portfolio 1,5708,10845671.861959005
Portfolio 1,5709,0.0
Portfolio 1,5710,0.0
Portfolio 1,5711,11428295.851894356
Portfolio 1,5712,40775981.71438568
Portfolio 1,5713,0.0
Portfolio 1,5714,0.0
Portfolio 1,5715,2999238.710377632
Portfolio 1,5716,0.0
Portfolio 1,5717,0.0
Portfolio 1,5718,0.0
Portfolio 1,5719,0.0
Portfolio 1,5720,27191810.390421547
Portfolio 1,5721,0.0
Portfolio 1,5722,0.0
Portfolio 1,5723,0.0
Portfolio 1,5724,9097016.890408562
Portfolio 1,5725,0.0
Portfolio 1,5726,34437486.88536471
Portfolio 1,5727,40854406.42084751
Portfolio 1,5728,10502839.911227165
Portfolio 1,5729,0.0
Portfolio 1,5730,0.0
Portfolio 1,5731,0.0
Portfolio 1,5732,15127461.929963065
Portfolio 1,5733,0.0
Portfolio 1,5734,25065895.794487264
Portfolio 1,5735,13158355.870652435
Portfolio 1,5736,0.0
Portfolio 1,5737,0.0
Portfolio 1,5738,0.0
Portfolio 1,5739,5960573.837092887
Portfolio 1,5740,0.0
Portfolio 1,5741,0.0
Portfolio 1,5742,0.0
Portfolio 1,5743,14279276.467797142
Portfolio 1,5744,8868899.02430052
Portfolio 1,5745,36398086.706524774
Portfolio 1,5746,0.0
Portfolio 1,5747,0.0
Portfolio 1,5748,0.0
Portfolio 1,5749,0.0
Portfolio 1,5750,0.0
Portfolio 1,5751,0.0
Portfolio 1,5752,42233970.608183496
Portfolio 1,5753,0.0
Portfolio 1,5754,11428295.851894356
Portfolio 1,5755,0.0
Portfolio 1,5756,0.0
Portfolio 1,5757,0.0
Portfolio 1,5758,0.0
Portfolio 1,5759,0.0
Portfolio 1,5760,0.0
Portfolio 1,5761,14199271.723999074
Portfolio 1,5762,0.0
Portfolio 1,5763,20970760.547198445
Portfolio 1,5764,17960773.517690398
Portfolio 1,5765,8868899.02430052
Portfolio 1,5766,15035003.375447877
Portfolio 1,5767,0.0
Portfolio 1,5768,0.0
Portfolio 1,5769,12096255.600786194
Portfolio 1,5770,16482402.097116277
Portfolio 1,5771,0.0
Portfolio 1,5772,0.0
Portfolio 1,5773,0.0
Portfolio 1,5774,0.0
Portfolio 1,5775,0.0
Portfolio 1,5776,16343989.574114965
Portfolio 1,5777,8868899.02430052
Portfolio 1,5778,0.0
Portfolio 1,5779,0.0
Portfolio 1,5780,0.0
Portfolio 1,5781,0.0
Portfolio 1,5782,0.0
Portfolio 1,5783,0.0
Portfolio 1,5784,0.0
Portfolio 1,5785,0.0
Portfolio 1,5786,14199271.723999074
Portfolio 1,5787,11428295.851894356
Portfolio 1,5788,0.0
Portfolio 1,5789,5960573.837092887
Portfolio 1,5790,28851250.225367814
Portfolio 1,5791,34950280.03467932
Portfolio 1,5792,27305782.77171968
Portfolio 1,5793,0.0
Portfolio 1,5794,0.0
Portfolio 1,5795,0.0
Portfolio 1,5796,0.0
Portfolio 1,5797,0.0
Portfolio 1,5798,7613503.072815756
Portfolio 1,5799,0.0
Portfolio 1,5800,38626657.14012317
Portfolio 1,5801,0.0
Portfolio 1,5802,0.0
Portfolio 1,5803,11428295.851894356
Portfolio 1,5804,0.0
Portfolio 1,5805,0.0
Portfolio 1,5806,0.0
Portfolio 1,5807,42518288.19867162
Portfolio 1,5808,5960573.837092887
Portfolio 1,5809,0.0
Portfolio 1,5810,0.0
Portfolio 1,5811,0.0
Portfolio 1,5812,0.0
Portfolio 1,5813,0.0
Portfolio 1,5814,14439093.40519818
Portfolio 1,5815,59563361.59264632
Portfolio 1,5816,0.0
Portfolio 1,5817,41459087.61105514
Portfolio 1,5818,0.0
Portfolio 1,5819,0.0
Portfolio 1,5820,0.0
Portfolio 1,5821,0.0
Portfolio 1,5822,0.0
Portfolio 1,5823,0.0
Portfolio 1,5824,0.0
Portfolio 1,5825,5960573.837092887
Portfolio 1,5826,42614013.93449919
Portfolio 1,5827,0.0
Portfolio 1,5828,0.0
Portfolio 1,5829,0.0
Portfolio 1,5830,0.0
Portfolio 1,5831,15127461.929963065
Portfolio 1,5832,26052541.102475636
Portfolio 1,5833,14220223.93252826
Portfolio 1,5834,0.0
Portfolio 1,5835,14439093.40519818
Portfolio 1,5836,15127461.929963065
Portfolio 1,5837,37290376.136508875
Portfolio 1,5838,0.0
Portfolio 1,5839,22693166.341816656
Portfolio 1,5840,0.0
Portfolio 1,5841,0.0
Portfolio 1,5842,14220223.93252826
Portfolio 1,5843,5395283.542444266
Portfolio 1,5844,29008733.832172204
Portfolio 1,5845,12178320.841756614
Portfolio 1,5846,7384177.026644446
Portfolio 1,5847,0.0
Portfolio 1,5848,26398544.774284873
Portfolio 1,5849,0.0
Portfolio 1,5850,0.0
Portfolio 1,5851,0.0
Portfolio 1,5852,14199271.723999074
Portfolio 1,5853,0.0
Portfolio 1,5854,0.0
Portfolio 1,5855,0.0
Portfolio 1,5856,25833208.436942704
Portfolio 1,5857,30448842.25087351
Portfolio 1,5858,0.0
Portfolio 1,5859,14439093.40519818
Portfolio 1,5860,7384177.026644446
Portfolio 1,5861,0.0
Portfolio 1,5862,0.0
Portfolio 1,5863,0.0
Portfolio 1,5864,22222497.418054722
Portfolio 1,5865,0.0
Portfolio 1,5866,0.0
Portfolio 1,5867,0.0
Portfolio 1,5868,0.0
Portfolio 1,5869,0.0
Portfolio 1,5870,0.0
Portfolio 1,5871,7384177.026644446
Portfolio 1,5872,0.0
Portfolio 1,5873,0.0
Portfolio 1,5874,10845671.861959005
Portfolio 1,5875,0.0
Portfolio 1,5876,0.0
Portfolio 1,5877,14199271.723999074
Portfolio 1,5878,5960573.837092887
Portfolio 1,5879,0.0
Portfolio 1,5880,0.0
Portfolio 1,5881,36301129.07291398
Portfolio 1,5882,14199271.723999074
Portfolio 1,5883,0.0
Portfolio 1,5884,38596570.50631647
Portfolio 1,5885,5843298.617235378
Portfolio 1,5886,14220223.93252826
Portfolio 1,5887,0.0
Portfolio 1,5888,7384177.026644446
Portfolio 1,5889,28538853.895316444
Portfolio 1,5890,0.0
Portfolio 1,5891,5444546.850261398
Portfolio 1,5892,0.0
Portfolio 1,5893,15330368.52571554
Portfolio 1,5894,44553807.79134767
Portfolio 1,5895,2999238.710377632
Portfolio 1,5896,0.0
Portfolio 1,5897,36925736.00809832
Portfolio 1,5898,0.0
Portfolio 1,5899,0.0
Portfolio 1,5900,0.0
Portfolio 1,5901,5444546.850261398
Portfolio 1,5902,58333415.21531078
Portfolio 1,5903,15330368.52571554
Portfolio 1,5904,0.0
Portfolio 1,5905,15127461.929963065
Portfolio 1,5906,0.0
Portfolio 1,5907,2999238.710377632
Portfolio 1,5908,55842465.793345
Portfolio 1,5909,0.0
Portfolio 1,5910,5960573.837092887
Portfolio 1,5911,0.0
Portfolio 1,5912,0.0
Portfolio 1,5913,0.0
Portfolio 1,5914,0.0
Portfolio 1,5915,0.0
Portfolio 1,5916,0.0
Portfolio 1,5917,0.0
Portfolio 1,5918,53060667.8107876
Portfolio 1,5919,8868899.02430052
Portfolio 1,5920,10845671.861959005
Portfolio 1,5921,0.0
Portfolio 1,5922,29566555.335161246
Portfolio 1,5923,0.0
Portfolio 1,5924,0.0
Portfolio 1,5925,15127461.929963065
Portfolio 1,5926,0.0
Portfolio 1,5927,0.0
Portfolio 1,5928,5864517.916904203
Portfolio 1,5929,0.0
Portfolio 1,5930,0.0
Portfolio 1,5931,0.0
Portfolio 1,5932,5843298.617235378
Portfolio 1,5933,15127461.929963065
Portfolio 1,5934,50731042.215869024
Portfolio 1,5935,0.0
Portfolio 1,5936,11428295.851894356
Portfolio 1,5937,0.0
Portfolio 1,5938,13158355.870652435
Portfolio 1,5939,0.0
Portfolio 1,5940,0.0
Portfolio 1,5941,13502078.621604796
Portfolio 1,5942,0.0
Portfolio 1,5943,0.0
Portfolio 1,5944,28706815.69954529
Portfolio 1,5945,0.0
Portfolio 1,5946,0.0
Portfolio 1,5947,18724520.48758418
Portfolio 1,5948,0.0
Portfolio 1,5949,11428295.851894356
Portfolio 1,5950,0.0
Portfolio 1,5951,0.0
Portfolio 1,5952,15293720.473836454
Portfolio 1,5953,11340343.460939737
Portfolio 1,5954,0.0
Portfolio 1,5955,0.0
Portfolio 1,5956,9097016.890408562
Portfolio 1,5957,0.0
Portfolio 1,5958,0.0
Portfolio 1,5959,15127461.929963065
Portfolio 1,5960,0.0
Portfolio 1,5961,10502839.911227165
Portfolio 1,5962,0.0
